main_common_name,Status code,Common Name,genus,species,common_name
sessile joyweed,LC,fisi'i'ano,Alternanthera,sessilis,fisi'i'ano;sessile joyweed
sessile joyweed,LC,lian zi cao,Alternanthera,sessilis,lian zi cao;sessile joyweed
sessile joyweed,LC,prieo daeng,Alternanthera,sessilis,prieo daeng;sessile joyweed
sessile joyweed,LC,phak pet khao,Alternanthera,sessilis,phak pet khao;sessile joyweed
sessile joyweed,LC,sessile joyweed,Alternanthera,sessilis,sessile joyweed;sessile joyweed
sessile joyweed,LC,honganne,Alternanthera,sessilis,honganne;sessile joyweed
sessile joyweed,LC,,Alternanthera,sessilis,;sessile joyweed
sessile joyweed,LC,eluached,Alternanthera,sessilis,eluached;sessile joyweed
sessile joyweed,LC,koypa,Alternanthera,sessilis,koypa;sessile joyweed
sessile joyweed,LC,,Alternanthera,sessilis,;sessile joyweed
sessile joyweed,LC,serenti,Alternanthera,sessilis,serenti;sessile joyweed
sessile joyweed,LC,vao sosolo,Alternanthera,sessilis,vao sosolo;sessile joyweed
sessile joyweed,LC,magloire,Alternanthera,sessilis,magloire;sessile joyweed
sessile joyweed,LC,okula beluu lechad,Alternanthera,sessilis,okula beluu lechad;sessile joyweed
sessile joyweed,LC,sechal,Alternanthera,sessilis,sechal;sessile joyweed
sessile joyweed,LC,tsuru-nogeito,Alternanthera,sessilis,tsuru-nogeito;sessile joyweed
sessile joyweed,LC,cheng banking,Alternanthera,sessilis,cheng banking;sessile joyweed
sessile joyweed,LC,,Alternanthera,sessilis,;sessile joyweed
spiked water-milfoil,LC,zoo el-alf waraka,Myriophyllum,spicatum,zoo el-alf waraka;spiked water-milfoil
spiked water-milfoil,LC,eurasian water milfoil,Myriophyllum,spicatum,eurasian water milfoil;spiked water-milfoil
spiked water-milfoil,LC,spiked water-milfoil,Myriophyllum,spicatum,spiked water-milfoil;spiked water-milfoil
duck-lettuce,LC,waterplantain ottelia,Ottelia,alismoides,waterplantain ottelia;duck-lettuce
duck-lettuce,LC,mul-jil-gyeong-i,Ottelia,alismoides,mul-jil-gyeong-i;duck-lettuce
duck-lettuce,LC,duck-lettuce,Ottelia,alismoides,duck-lettuce;duck-lettuce
blistering ammania,LC,blistering ammania,Ammannia,baccifera,blistering ammania;blistering ammania
summer snowflake,LC,campanelle maggiori,Leucojum,aestivum,campanelle maggiori;summer snowflake
summer snowflake,LC,,Leucojum,aestivum,;summer snowflake
summer snowflake,LC,summer snowflake,Leucojum,aestivum,summer snowflake;summer snowflake
summer snowflake,LC,,Leucojum,aestivum,;summer snowflake
jonc à feuilles différentes,NT,giunco natante,Juncus,heterophyllus,giunco natante;jonc à feuilles différentes
jonc à feuilles différentes,NT,,Juncus,heterophyllus,;jonc à feuilles différentes
mucronate sprangletop,LC,mucronate sprangletop,Leptochloa,panicea,mucronate sprangletop;mucronate sprangletop
common reed,LC,phragmite commun,Phragmites,australis,phragmite commun;common reed
common reed,LC,common reed,Phragmites,australis,common reed;common reed
common reed,LC,roseau,Phragmites,australis,roseau;common reed
renoncule à fleurs latérales,LC,,Ranunculus,lateriflorus,;renoncule à fleurs latérales
renoncule à fleurs latérales,LC,ranuncolo sessilifloro,Ranunculus,lateriflorus,ranuncolo sessilifloro;renoncule à fleurs latérales
bog pondweed,LC,bog pondweed,Potamogeton,polygonifolius,bog pondweed;bog pondweed
bog pondweed,LC,brasca poligonifolia,Potamogeton,polygonifolius,brasca poligonifolia;bog pondweed
bog pondweed,LC,,Potamogeton,polygonifolius,;bog pondweed
spergulaire de tanger,LC,spergulaire de tanger,Spergularia,tangerina,spergulaire de tanger;spergulaire de tanger
,NT,,Peucedanum,munbyi,
tubular water-dropwort,LC,tubular water-dropwort,Oenanthe,fistulosa,tubular water-dropwort;tubular water-dropwort
tubular water-dropwort,LC,oenanthe fistuleuse,Oenanthe,fistulosa,oenanthe fistuleuse;tubular water-dropwort
tubular water-dropwort,LC,ceguta de agua,Oenanthe,fistulosa,ceguta de agua;tubular water-dropwort
myosotis de l’atlas,NT,,Myosotis,atlantica,;myosotis de l’atlas
,CR,,Pulicaria,filaginoides,
,LC,habaq al-bahr,Persicaria,senegalensis,habaq al-bahr
,LC,,Zantedeschia,aethiopica,
beaked tasselweed,LC,,Ruppia,maritima,;beaked tasselweed
beaked tasselweed,LC,ruppia maritime,Ruppia,maritima,ruppia maritime;beaked tasselweed
beaked tasselweed,LC,rupelle maritime,Ruppia,maritima,rupelle maritime;beaked tasselweed
beaked tasselweed,LC,widgeongrass,Ruppia,maritima,widgeongrass;beaked tasselweed
beaked tasselweed,LC,beaked tasselweed,Ruppia,maritima,beaked tasselweed;beaked tasselweed
beaked tasselweed,LC,ditchgrass,Ruppia,maritima,ditchgrass;beaked tasselweed
beaked tasselweed,LC,erba da chiozzi comune,Ruppia,maritima,erba da chiozzi comune;beaked tasselweed
beaked tasselweed,LC,ditch-grass,Ruppia,maritima,ditch-grass;beaked tasselweed
water mint,LC,,Mentha,aquatica,;water mint
water mint,LC,menthe aquatique,Mentha,aquatica,menthe aquatique;water mint
water mint,LC,water mint,Mentha,aquatica,water mint;water mint
finger flatsegde,LC,dis,Cyperus,digitatus,dis;finger flatsegde
finger flatsegde,LC,finger flatsegde,Cyperus,digitatus,finger flatsegde;finger flatsegde
finger flatsegde,LC,,Cyperus,digitatus,;finger flatsegde
finger flatsegde,LC,,Cyperus,digitatus,;finger flatsegde
black bog-rush,LC,,Schoenus,nigricans,;black bog-rush
black bog-rush,LC,black bog-rush,Schoenus,nigricans,black bog-rush;black bog-rush
black bog-rush,LC,giunco-nero comune,Schoenus,nigricans,giunco-nero comune;black bog-rush
whorl-grass,LC,gramignone di palude,Catabrosa,aquatica,gramignone di palude;whorl-grass
whorl-grass,LC,catabrose aquatique,Catabrosa,aquatica,catabrose aquatique;whorl-grass
whorl-grass,LC,whorl-grass,Catabrosa,aquatica,whorl-grass;whorl-grass
doronique corse,LC,doronique corse,Doronicum,corsicum,doronique corse;doronique corse
,VU,,Lepidium,violaceum,
,VU,,Plantago,lacustris,
,VU,,Limonium,palmyrense,
potentille couchée,LC,yer parmakotu,Potentilla,supina,yer parmakotu;potentille couchée
potentille couchée,LC,,Potentilla,supina,;potentille couchée
potentille couchée,LC,,Potentilla,supina,;potentille couchée
potentille couchée,LC,cinquefoglia sdraiata,Potentilla,supina,cinquefoglia sdraiata;potentille couchée
,LC,nseila,Paspalidium,geminatum,nseila
,LC,qasaba,Paspalidium,geminatum,qasaba
,LC,,Carex,extensa,
jonc de requien,LC,jonc de requien,Juncus,requienii,jonc de requien;jonc de requien
,EN,,Nasturtium,africanum,
ivy-leaved crowfoot,LC,ivy-leaved crowfoot,Ranunculus,hederaceus,ivy-leaved crowfoot;ivy-leaved crowfoot
ivy-leaved crowfoot,LC,renoncule lierre,Ranunculus,hederaceus,renoncule lierre;ivy-leaved crowfoot
ivy-leaved crowfoot,LC,,Ranunculus,hederaceus,;ivy-leaved crowfoot
renoncule de revelière,LC,,Ranunculus,revelieri,;renoncule de revelière
renoncule de revelière,LC,ranuncolo di reveilliere,Ranunculus,revelieri,ranuncolo di reveilliere;renoncule de revelière
véronique faux mouron,LC,veronica delle sponde,Veronica,anagalloides,veronica delle sponde;véronique faux mouron
véronique faux mouron,LC,,Veronica,anagalloides,;véronique faux mouron
,VU,,Sisymbrella,aspera,
,VU,,Nasturtium,africanum,
,CR,,Puccinellia,distans,
,VU,,Reseda,battandieri,
,CR,,Najas,marina,
,NT,timija,Mentha,suaveolens,timija
,LC,,Lactuca,virosa,
,CR,,Puccinellia,distans,
,DD,,Spergularia,media,
cardamine de l’atlas,VU,,Cardamine,pratensis,;cardamine de l’atlas
,LC,,Myosotis,decumbens,
spiny naiad,NT,horeish,Najas,marina,horeish;spiny naiad
spiny naiad,NT,shelbika,Najas,marina,shelbika;spiny naiad
spiny naiad,NT,spiny naiad,Najas,marina,spiny naiad;spiny naiad
jonc de mogador,EN,jonc de mogador,Juncus,bufonius,jonc de mogador;jonc de mogador
,VU,,Nasturtium,africanum,
,NT,,Oenanthe,pimpinelloides,
ancolie,LC,ancolie,Aquilegia,vulgaris,ancolie;ancolie
,DD,,Galanthus,elwesii,
snowdrop,DD,snowdrop,Galanthus,gracilis,snowdrop;snowdrop
,VU,,Galanthus,ikariae,
,VU,,Galanthus,peshmenii,
,LC,,Galanthus,plicatus,
queen olga's snowdrop,VU,queen olga's snowdrop,Galanthus,reginae-olgae,queen olga's snowdrop;queen olga's snowdrop
,CR,,Galanthus,trojanus,
codeso herreño,EN,codeso,Adenocarpus,ombriosus,codeso;codeso herreño
codeso herreño,EN,,Adenocarpus,ombriosus,;codeso herreño
codeso herreño,EN,,Adenocarpus,ombriosus,;codeso herreño
bejeque farrobo,VU,potera,Aeonium,balsamiferum,potera;bejeque farrobo
bejeque farrobo,VU,bejeque farrobo,Aeonium,balsamiferum,bejeque farrobo;bejeque farrobo
bejeque farrobo,VU,bejeque amarillo,Aeonium,balsamiferum,bejeque amarillo;bejeque farrobo
bejeque farrobo,VU,alfarroba,Aeonium,balsamiferum,alfarroba;bejeque farrobo
,NT,,Ononis,maweana,
,DD,,Achillea,thracica,
,VU,,Fritillaria,obliqua,
,CR,,Lepidium,turczaninowii,
gildana peluda,CR,gildana peluda,Teline,nervosa,gildana peluda;gildana peluda
cabezón de taganana,VU,,Cheirolophus,tagananensis,;cabezón de taganana
cabezón de taganana,VU,,Cheirolophus,tagananensis,;cabezón de taganana
madeira clubmoss,VU,madeira clubmoss,Lycopodium,madeirense,madeira clubmoss;madeira clubmoss
canutillo del teide,CR,hierba conejera,Silene,nocteolens,hierba conejera;canutillo del teide
canutillo del teide,CR,canutillo del teide,Silene,nocteolens,canutillo del teide;canutillo del teide
,LC,,Geum,bulgaricum,
magarza de guayedra,CR,magarza de guayedra,Tanacetum,oshanahanii,magarza de guayedra;magarza de guayedra
,VU,,Astragalus,tanaiticus,
retamón palmero,VU,,Genista,benehoavensis,;retamón palmero
retamón palmero,VU,,Genista,benehoavensis,;retamón palmero
,DD,,Fritillaria,graeca,
,DD,,Potentilla,silesiaca,
,DD,,Ranunculus,fontanus,
ruda gomera,EN,ruda gomera,Ruta,microcarpa,ruda gomera;ruda gomera
ruda gomera,EN,ruda salvaje,Ruta,microcarpa,ruda salvaje;ruda gomera
jarilla de agache,CR,jarilla,Helianthemum,teneriffae,jarilla;jarilla de agache
jarilla de agache,CR,jarilla de agache,Helianthemum,teneriffae,jarilla de agache;jarilla de agache
,DD,,Fritillaria,montana,
,VU,,Astragalus,setosulus,
,VU,,Centaurea,dubjanskyi,
aconite,LC,aconite,Aconitum,napellus,aconite;aconite
aconite,LC,aconit napel,Aconitum,napellus,aconit napel;aconite
aconite,LC,,Aconitum,napellus,;aconite
,EN,,Anemone,uralensis,
conservilla majorera,CR,conservilla majorera,Salvia,herbanica,conservilla majorera;conservilla majorera
,LC,,Schivereckia,podolica,
,LC,,Haberlea,rhodopensis,
,DD,,Verbascum,purpureum,
siempreviva lunaria,EN,siempreviva lunaria,Limonium,preauxii,siempreviva lunaria;siempreviva lunaria
siempreviva lunaria,EN,siempreviva,Limonium,preauxii,siempreviva;siempreviva lunaria
petite massette,LC,dwarf bulrush,Typha,minima,dwarf bulrush;petite massette
petite massette,LC,petite massette,Typha,minima,petite massette;petite massette
,NT,,Biarum,davisii,
,VU,,Moehringia,hypanica,
,LC,astragal volzhski,Astragalus,wolgensis,astragal volzhski
,EN,,Fritillaria,epirotica,
,DD,divlji ren,Armoracia,macrocarpa,divlji ren
,EN,,Carlina,diae,
,LC,,Achillea,glaberrima,
,VU,,Crepis,purpurea,
cerrajón de el golfo,CR,,Sonchus,gandogeri,;cerrajón de el golfo
cerrajón de el golfo,CR,cerraja,Sonchus,gandogeri,cerraja;cerrajón de el golfo
cerrajón de el golfo,CR,,Sonchus,gandogeri,;cerrajón de el golfo
blue star,CR,,Amsonia,orientalis,;blue star
blue star,CR,blue star,Amsonia,orientalis,blue star;blue star
,DD,,Campanula,lanata,
,VU,,Arum,purpureospathum,
escobilla de masca,CR,escobilla,Kunkeliella,psilotoclada,escobilla;escobilla de masca
escobilla de masca,CR,escobilla de masca,Kunkeliella,psilotoclada,escobilla de masca;escobilla de masca
,DD,,Alyssum,akamasicum,
cabezón de añavingo,CR,,Cheirolophus,metlesicsii,;cabezón de añavingo
cabezón de añavingo,CR,,Cheirolophus,metlesicsii,;cabezón de añavingo
armoise insipide,CR,armoise insipide,Artemisia,insipida,armoise insipide;armoise insipide
cabezón de sataratá,VU,,Cheirolophus,satarataensis,;cabezón de sataratá
cabezón de sataratá,VU,,Cheirolophus,satarataensis,;cabezón de sataratá
pensée de cry,EX,,Viola,cryana,;pensée de cry
pensée de cry,EX,violette de cry,Viola,cryana,violette de cry;pensée de cry
,DD,,Veronica,turrilliana,
,DD,,Lilium,jankae,
pico de el sauzal,CR,pico de el sauzal,Lotus,maculatus,pico de el sauzal;pico de el sauzal
pico de el sauzal,CR,pico de paloma,Lotus,maculatus,pico de paloma;pico de el sauzal
,DD,,Onosma,troodi,
,DD,,Dianthus,serotinus,
picocernícalo,CR,,Lotus,eremiticus,;picocernícalo
picocernícalo,CR,,Lotus,eremiticus,;picocernícalo
bencomia de cumbre,VU,rosal del guanche,Bencomia,exstipulata,rosal del guanche;bencomia de cumbre
bencomia de cumbre,VU,bencomia de cumbre,Bencomia,exstipulata,bencomia de cumbre;bencomia de cumbre
cabezón de güígüí,EN,,Cheirolophus,falcisectus,;cabezón de güígüí
cabezón de güígüí,EN,,Cheirolophus,falcisectus,;cabezón de güígüí
tomillón blanco,EN,,Micromeria,leucantha,;tomillón blanco
tomillón blanco,EN,tomillo blanco,Micromeria,leucantha,tomillo blanco;tomillón blanco
,EN,couve da rocha,Sinapidendron,sempervivifolium,couve da rocha
brome des ardennes,EW,brome des ardennes,Bromus,bromoideus,brome des ardennes;brome des ardennes
lechuguilla de chinobre,EN,lechuguilla de chinobre,Tolpis,glabrescens,lechuguilla de chinobre;lechuguilla de chinobre
azorean spleenwort,LC,azorean spleenwort,Asplenium,azoricum,azorean spleenwort;azorean spleenwort
,EX,,Centaurea,pseudoleucolepis,
pico de fuego,CR,corazoncillo,Lotus,pyranthus,corazoncillo;pico de fuego
pico de fuego,CR,pico de fuego,Lotus,pyranthus,pico de fuego;pico de fuego
pico de fuego,CR,cienfuegos,Lotus,pyranthus,cienfuegos;pico de fuego
pinillo de famara,CR,,Plantago,famarae,;pinillo de famara
pinillo de famara,CR,pinillo de famara,Plantago,famarae,pinillo de famara;pinillo de famara
,DD,,Sisymbrium,confertum,
garbancera canaria,EN,garbancera canaria,Cicer,canariense,garbancera canaria;garbancera canaria
,EW,,Bromus,interruptus,
pininana,EN,pininana,Echium,pininana,pininana;pininana
cabezón de las nieves,CR,,Cheirolophus,santos-abreui,;cabezón de las nieves
cabezón de las nieves,CR,centaurea,Cheirolophus,santos-abreui,centaurea;cabezón de las nieves
cabezón de las nieves,CR,,Cheirolophus,santos-abreui,;cabezón de las nieves
,VU,,Fritillaria,euboeica,
,DD,,Galium,rhodopeum,
,VU,,Lilium,rhodopeum,
,EN,,Crambe,scoparia,
,VU,,Origanum,cordifolium,
siempreviva de masca,VU,siempreviva de masca,Limonium,perezii,siempreviva de masca;siempreviva de masca
siempreviva de el fraile,EN,siempreviva,Limonium,fruticans,siempreviva;siempreviva de el fraile
siempreviva de el fraile,EN,siempreviva de el fraile,Limonium,fruticans,siempreviva de el fraile;siempreviva de el fraile
greenland primrose,LC,greenland primrose,Primula,egaliksensis,greenland primrose;greenland primrose
,CR,,Pericallis,malvifolia,
,DD,,Crambe,koktebelica,
,VU,,Dianthus,hypanicus,
,DD,,Veronica,euxina,
,VU,,Vicia,esdraelonensis,
,LC,,Callitriche,lenisulca,
compressed pricklegrass,EN,compressed pricklegrass,Crypsis,minuartioides,compressed pricklegrass;compressed pricklegrass
,LC,,Ventenata,blanchei,
,LC,,Ventenata,blanchei,
,EN,,Bellevalia,warburgii,
,EN,,Ornithogalum,fuscescens,
grant duff's iris,EN,jaffa iris,Iris,grant-duffii,jaffa iris;grant duff's iris
grant duff's iris,EN,grant duff's iris,Iris,grant-duffii,grant duff's iris;grant duff's iris
grant duff's iris,EN,,Iris,grant-duffii,;grant duff's iris
,DD,,Dioscorea,orizabensis,
,LC,,Dioscorea,bernoulliana,
,LC,,Dioscorea,longituba,
,LC,cheranga,Dioscorea,wallichii,cheranga
,LC,kulu;ho,Dioscorea,wallichii,kulu;ho
,LC,tungam sanga,Dioscorea,wallichii,tungam sanga
,LC,cara',Dioscorea,pseudomacrocapsa,cara'
,LC,,Dioscorea,trilinguis,
,LC,,Dioscorea,sericea,
,LC,man ta yong,Dioscorea,tenuifolia,man ta yong
,DD,,Dioscorea,nana,
common nettle,LC,grande ortie,Urtica,dioica,grande ortie;common nettle
common nettle,LC,common nettle,Urtica,dioica,common nettle;common nettle
kievan nettle,DD,kievan nettle,Urtica,kioviensis,kievan nettle;kievan nettle
,LC,,Monochoria,korsakowii,
,NT,,Baldellia,alpestris,
arrowhead,LC,sagittaire,Sagittaria,sagittifolia,sagittaire;arrowhead
arrowhead,LC,arrowhead,Sagittaria,sagittifolia,arrowhead;arrowhead
arrowhead,LC,,Sagittaria,sagittifolia,;arrowhead
bog arum,LC,calla des marais,Calla,palustris,calla des marais;bog arum
bog arum,LC,bog arum,Calla,palustris,bog arum;bog arum
bog arum,LC,arum d'eau,Calla,palustris,arum d'eau;bog arum
creeping forget-me-not,LC,creeping forget-me-not,Myosotis,secunda,creeping forget-me-not;creeping forget-me-not
long-styled water-starwort,LC,long-styled water-starwort,Callitriche,cophocarpa,long-styled water-starwort;long-styled water-starwort
autumnal water-starwort,LC,autumnal water-starwort,Callitriche,hermaphroditica,autumnal water-starwort;autumnal water-starwort
various-leaved water-starwort,LC,various-leaved water-starwort,Callitriche,platycarpa,various-leaved water-starwort;various-leaved water-starwort
,EN,,Callitriche,transvolgensis,
water lobelia,LC,cardinale de dortmann,Lobelia,dortmanna,cardinale de dortmann;water lobelia
water lobelia,LC,water lobelia,Lobelia,dortmanna,water lobelia;water lobelia
soft hornwort,LC,soft hornwort,Ceratophyllum,submersum,soft hornwort;soft hornwort
soft hornwort,LC,hierba laguna,Ceratophyllum,submersum,hierba laguna;soft hornwort
soft hornwort,LC,,Ceratophyllum,submersum,;soft hornwort
,DD,,Ceratophyllum,tanaiticum,
awlwort,LC,awlwort,Subularia,aquatica,awlwort;awlwort
awlwort,LC,subulaire aquatique,Subularia,aquatica,subulaire aquatique;awlwort
,LC,,Carex,appropinquata,
aquatic sedge,LC,aquatic sedge,Carex,aquatilis,aquatic sedge;aquatic sedge
aquatic sedge,LC,iviit,Carex,aquatilis,iviit;aquatic sedge
aquatic sedge,LC,kilirnait,Carex,aquatilis,kilirnait;aquatic sedge
aquatic sedge,LC,ivisuka,Carex,aquatilis,ivisuka;aquatic sedge
aquatic sedge,LC,carex aquatique,Carex,aquatilis,carex aquatique;aquatic sedge
aquatic sedge,LC,ivitsuskaka,Carex,aquatilis,ivitsuskaka;aquatic sedge
,LC,,Carex,lasiocarpa,
,LC,,Carex,limosa,
,LC,,Carex,rostrata,
,LC,,Carex,vesicaria,
,LC,,Eriophorum,angustifolium,
floating club-rush,LC,floating club-rush,Isolepis,fluitans,floating club-rush;floating club-rush
wood club-rush,LC,wood club-rush,Scirpus,sylvaticus,wood club-rush;wood club-rush
wood club-rush,LC,souchet des bois,Scirpus,sylvaticus,souchet des bois;wood club-rush
mudwort,LC,mudwort,Elatine,triandra,mudwort;mudwort
