sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Juniperus rigida,Juniperus,rigida,Cupressaceae,temple juniper;hai-muro;nezumisashi;hae-byeon-no-gan-ju;miyamenezu;nezo;hai-nezu;hai-matzu;shore juniper;needle juniper;muro;nijiko,,0,1,0
Juniperus robusta,Juniperus,robusta,Cupressaceae,,,0,1,0
Juniperus sabina,Juniperus,sabina,Cupressaceae,stinkwacholder;sebenbaum;sadebaum;sabine;savin juniper;sabina;kazkij mozzevel'nik;savin,,0,1,0
Juniperus saltillensis,Juniperus,saltillensis,Cupressaceae,,,0,1,0
Juniperus saltuaria,Juniperus,saltuaria,Cupressaceae,fang zhi bai,,0,0,0
Juniperus sargentii,Juniperus,sargentii,Cupressaceae,miyama-byakushin;nun-hyang-na-mu;yan bai;sargent juniper,,0,1,0
Juniperus saxicola,Juniperus,saxicola,Cupressaceae,sabina,,0,1,0
Juniperus scopulorum,Juniperus,scopulorum,Cupressaceae,rocky mountain red-cedar;river juniper;red-cedar;rocky mountain juniper;cedro rojo,,0,1,0
Juniperus semiglobosa,Juniperus,semiglobosa,Cupressaceae,kun lun duo zi bai;pencil cedar,,0,1,0
Juniperus silicicola,Juniperus,silicicola,Cupressaceae,coastal red-cedar;red-cedar;southern red-cedar;coast juniper;sand cedar,,0,1,0
Juniperus sperryi,Juniperus,sperryi,Cupressaceae,alligator juniper;checker-bark juniper,,0,1,0
Juniperus squamata,Juniperus,squamata,Cupressaceae,flaky juniper;gao shan bai;himalayan juniper;nepalese juniper,,0,1,0
Juniperus standleyi,Juniperus,standleyi,Cupressaceae,huitum;huitó;cipres,,0,1,0
Juniperus taxifolia,Juniperus,taxifolia,Cupressaceae,yew-leaved juniper;luchu juniper;fitcheisi;okinawa-hainezu;hainezu,,0,1,0
Juniperus thurifera,Juniperus,thurifera,Cupressaceae,enebro;spanish juniper;incense juniper;trabina;sabina blanca,,0,1,0
Juniperus tibetica,Juniperus,tibetica,Cupressaceae,da guo yuan bai;tibetan juniper,,0,1,0
Juniperus transtagana,Juniperus,transtagana,Cupressaceae,,,0,1,0
Juniperus tsukusiensis,Juniperus,tsukusiensis,Cupressaceae,,,0,1,0
Juniperus turbinata,Juniperus,turbinata,Cupressaceae,,,0,1,0
Juniperus urbaniana,Juniperus,urbaniana,Cupressaceae,,,0,1,0
Juniperus virginiana,Juniperus,virginiana,Cupressaceae,red cedar;eastern redcedar;pencil cedar;coastal red-cedar;red-cedar;southern red-cedar;sand cedar;coast juniper;red juniper;savin,,0,1,0
Juniperus wilsonii,Juniperus,wilsonii,Cupressaceae,,,0,1,0
Juniperus zacatecensis,Juniperus,zacatecensis,Cupressaceae,,,0,1,0
Jurinea akinfievii,Jurinea,akinfievii,,akinfiev's jurinea;nagolovatka akinfieva,,0,1,0
Jurinea alata,Jurinea,alata,,nagolovatka krylataya;winged jurinea,,0,1,0
Jurinea bellidioides,Jurinea,bellidioides,,english daisy-like jurinea;nagolovatka margaritkovidnaya,,0,1,0
Jurinea brachypappa,Jurinea,brachypappa,,nagolovatka korotkokhokholkovaya;short-thistledowned jurinea,,0,1,0
Jurinea coronopifolia,Jurinea,coronopifolia,,nagolovatka voronyelapaya;wart-cress-leaved jurinea,,0,1,0
Jurinea exuberans,Jurinea,exuberans,,ukhvi iurinea;profuse jurinea,,0,1,0
Jurinea fontqueri,Jurinea,fontqueri,,,,0,1,0
Jurinea galushkoi,Jurinea,galushkoi,,galushko's jurinea;nagolovatka galushko,,0,1,0
Jurinea iljinii,Jurinea,iljinii,,nagolovatka ilyina;iljin's jurinea,,0,1,0
Jurinea praetermissa,Jurinea,praetermissa,,neglected jurinea;nagolovatka,,0,1,0
Jurinea sosnowskyi,Jurinea,sosnowskyi,,sosnovsky's jurinea;nagolovatka sosnovskogo,,0,1,0
Jurinea woronowii,Jurinea,woronowii,,nagolovatka voronova;voronov's jurinea,,0,1,0
Justicia acutifolia,Justicia,acutifolia,,,,0,0,0
Justicia afromontana,Justicia,afromontana,,,,0,0,0
Justicia alexandri,Justicia,alexandri,,,,0,1,0
Justicia alterniflora,Justicia,alterniflora,,,,0,1,0
Justicia amanda,Justicia,amanda,,,,0,1,0
Justicia americana,Justicia,americana,,,,0,0,0
Justicia anisophylla,Justicia,anisophylla,,,,0,1,0
Justicia attenuifolia,Justicia,attenuifolia,,,,0,1,0
Justicia beloperonoides,Justicia,beloperonoides,,,,0,1,0
Justicia bolomboensis,Justicia,bolomboensis,,,,0,1,0
Justicia brevipedunculata,Justicia,brevipedunculata,,,,0,0,0
Justicia brevipila,Justicia,brevipila,,,,0,1,0
Justicia breviracemosa,Justicia,breviracemosa,,,,0,1,0
Justicia bridsoniana,Justicia,bridsoniana,,,,0,0,0
Justicia callopsoidea,Justicia,callopsoidea,,,,0,1,0
Justicia camerunensis,Justicia,camerunensis,,,,0,1,0
Justicia chalaensis,Justicia,chalaensis,,,,0,1,0
Justicia drummondii,Justicia,drummondii,,,,0,1,0
Justicia euosmia,Justicia,euosmia,,,,0,1,0
Justicia faulknerae,Justicia,faulknerae,,,,0,1,0
Justicia flaviflora,Justicia,flaviflora,,,,0,1,0
Justicia galapagana,Justicia,galapagana,,galapagos justicia,,0,0,0
Justicia galeata,Justicia,galeata,,,,0,1,0
Justicia gilbertii,Justicia,gilbertii,,,,0,1,0
Justicia guineensis,Justicia,guineensis,,,,0,1,0
Justicia heterotricha,Justicia,heterotricha,,,,0,1,0
Justicia ianthina,Justicia,ianthina,,,,0,1,0
Justicia inaequifolia,Justicia,inaequifolia,,,,0,0,0
Justicia interrupta,Justicia,interrupta,,,,0,0,0
Justicia itatiaiensis,Justicia,itatiaiensis,,,,0,1,0
Justicia jamisonii,Justicia,jamisonii,,,,0,1,0
Justicia kiborianensis,Justicia,kiborianensis,,,,0,1,0
Justicia kulalensis,Justicia,kulalensis,,,,0,1,0
Justicia laxa,Justicia,laxa,,,,0,0,0
Justicia leikipiensis,Justicia,leikipiensis,,,,0,0,0
Justicia leucoxiphos,Justicia,leucoxiphos,,,,0,1,0
Justicia lorata,Justicia,lorata,,,,0,0,0
Justicia lukei,Justicia,lukei,,,,0,1,0
Justicia mariae,Justicia,mariae,,,,0,1,0
Justicia microthyrsa,Justicia,microthyrsa,,,,0,0,0
Justicia migeodii,Justicia,migeodii,,,,0,1,0
Justicia mkungweensis,Justicia,mkungweensis,,,,0,1,0
Justicia niassensis,Justicia,niassensis,,,,0,1,0
Justicia niokolo-kobae,Justicia,niokolo-kobae,,,,0,1,0
Justicia oblongifolia,Justicia,oblongifolia,,,,0,0,0
Justicia obtusicapsula,Justicia,obtusicapsula,,,,0,1,0
Justicia orbicularis,Justicia,orbicularis,,,,0,1,0
Justicia petterssonii,Justicia,petterssonii,,,,0,1,0
Justicia pinensis,Justicia,pinensis,,,,0,1,0
Justicia pseudorungia,Justicia,pseudorungia,,,,0,0,0
Justicia pseudotenella,Justicia,pseudotenella,,,,0,1,0
Justicia quinqueangularis,Justicia,quinqueangularis,,,,0,0,0
Justicia regis,Justicia,regis,,,,0,1,0
Justicia rigida,Justicia,rigida,,,,0,0,0
Justicia riopalenquensis,Justicia,riopalenquensis,,,,0,1,0
Justicia rodgersii,Justicia,rodgersii,,,,0,1,0
Justicia roseobracteata,Justicia,roseobracteata,,,,0,1,0
Justicia sulphuriflora,Justicia,sulphuriflora,,,,0,1,0
Justicia takhinensis,Justicia,takhinensis,,,,0,1,0
Justicia telloensis,Justicia,telloensis,,,,0,1,0
Justicia tenuipes,Justicia,tenuipes,,,,0,1,0
Justicia tigrina,Justicia,tigrina,,,,0,1,0
Justicia tobagensis,Justicia,tobagensis,,,,0,1,0
Justicia tricostata,Justicia,tricostata,,,,0,0,0
Justicia udzungwaensis,Justicia,udzungwaensis,,,,0,0,0
Justicia ukagurensis,Justicia,ukagurensis,,,,0,1,0
Justicia violaceotincta,Justicia,violaceotincta,,,,0,1,0
Juttadinteria deserticola,Juttadinteria,deserticola,,,,0,0,0
Juttadinteria kovisimontana,Juttadinteria,kovisimontana,,,,0,1,0
Juttadinteria simpsonii,Juttadinteria,simpsonii,,,,0,0,0
Juttadinteria suavissima,Juttadinteria,suavissima,,,,0,0,0
Kabuyea hostifolia,Kabuyea,hostifolia,,,,0,0,0
Kadua cookiana,Kadua,cookiana,,awiwi,,0,1,0
Kadua cordata,Kadua,cordata,,,,0,1,0
Kadua coriacea,Kadua,coriacea,,kio'ele,,0,1,0
Kadua degeneri,Kadua,degeneri,,,,0,1,0
Kadua flynnii,Kadua,flynnii,,,,0,1,0
Kadua haupuensis,Kadua,haupuensis,,,,0,1,0
Kadua laxiflora,Kadua,laxiflora,,,,0,1,0
Kadua parvula,Kadua,parvula,,,,0,1,0
Kadua st-johnii,Kadua,st-johnii,,,,0,1,0
Kageneckia lanceolata,Kageneckia,lanceolata,,,,0,1,0
Kalanchoe daigremontiana,Kalanchoe,daigremontiana,,,,0,1,0
Kalanchoe farinacea,Kalanchoe,farinacea,,,,0,0,0
Kalanchoe robusta,Kalanchoe,robusta,,,,0,1,0
Kalappia celebica,Kalappia,celebica,,,,0,1,0
Kallstroemia adscendens,Kallstroemia,adscendens,,,,0,0,0
Kallymenia multiloba,Kallymenia,multiloba,,,,0,1,0
Kallymenia setchellii,Kallymenia,setchellii,,,,0,1,0
Kalmia latifolia,Kalmia,latifolia,Ericaceae,,,0,0,0
Kalmia microphylla,Kalmia,microphylla,Ericaceae,,,0,0,0
Kalmia polifolia,Kalmia,polifolia,Ericaceae,,,0,0,0
Kalopanax septemlobus,Kalopanax,septemlobus,Araliaceae,,,0,0,0
Kanahia laniflora,Kanahia,laniflora,,kanah,,0,0,0
Kanaloa kahoolawensis,Kanaloa,kahoolawensis,,ka palupalu o kanaloa,,0,1,0
Kandelia candel,Kandelia,candel,,,,0,0,0
Kandelia obovata,Kandelia,obovata,,,,0,0,0
Karima scarciesii,Karima,scarciesii,,,,0,1,0
Kaunia pachanoi,Kaunia,pachanoi,,,,0,1,0
Kayea coriacea,Kayea,coriacea,,,,0,1,0
Kayea macrophylla,Kayea,macrophylla,,,,0,1,0
Keetia bakossii,Keetia,bakossii,,,,0,1,0
Keetia bakossiorum,Keetia,bakossiorum,,,,0,1,0
Keetia koritschoneri,Keetia,koritschoneri,,,,0,1,0
Keetia purpurascens,Keetia,purpurascens,,,,0,1,0
Kefersteinia auriculata,Kefersteinia,auriculata,,,PAN,1,0,0
Kefersteinia chocoensis,Kefersteinia,chocoensis,,,,1,0,0
Kefersteinia costaricensis,Kefersteinia,costaricensis,,,CRI;PAN,1,0,0
Kefersteinia escobariana,Kefersteinia,escobariana,,,,1,0,0
Kefersteinia graminea,Kefersteinia,graminea,,,,1,0,0
Kefersteinia hirtzii,Kefersteinia,hirtzii,,,ECU,1,0,0
Kefersteinia lactea,Kefersteinia,lactea,,,CRI;MEX;PAN,1,0,0
Kefersteinia lindneri,Kefersteinia,lindneri,,,ECU,1,0,0
Kefersteinia maculosa,Kefersteinia,maculosa,,,PAN,1,0,0
Kefersteinia microcharis,Kefersteinia,microcharis,,,CRI,1,0,0
Kefersteinia orbicularis,Kefersteinia,orbicularis,,,CRI,1,0,0
Kefersteinia parvilabris,Kefersteinia,parvilabris,,,CRI;PAN,1,0,0
Kefersteinia subquadrata,Kefersteinia,subquadrata,,,CRI,1,0,0
Kegeliella atropilosa,Kegeliella,atropilosa,,,CRI;PAN,1,0,0
Kegeliella kupperi,Kegeliella,kupperi,,,CRI;PAN,1,0,0
Kemulariella abchasica,Kemulariella,abchasica,,apkhazuri kemulariela;abkhazian kemulariella,,0,1,0
Kemulariella colchica,Kemulariella,colchica,,colchic kemulariella,,0,1,0
Kennedia retrorsa,Kennedia,retrorsa,,,,0,1,0
Kentiopsis magnifica,Kentiopsis,magnifica,,,,0,1,0
Kentiopsis oliviformis,Kentiopsis,oliviformis,,,,0,1,0
Kentiopsis piersoniorum,Kentiopsis,piersoniorum,,,,0,1,0
Kentiopsis pyriformis,Kentiopsis,pyriformis,,,,0,1,0
Keraymonia pinnatifolia,Keraymonia,pinnatifolia,,,,0,1,0
Kermadecia pronyensis,Kermadecia,pronyensis,,,,0,1,0
Keteleeria davidiana,Keteleeria,davidiana,,tijian yushan,,0,1,0
Keteleeria evelyniana,Keteleeria,evelyniana,,du sam nui dat;ngo tung;yunnan yushan,,0,1,0
Keteleeria formosana,Keteleeria,formosana,,,,0,1,0
Keteleeria fortunei,Keteleeria,fortunei,,yushan,,0,1,0
Kewa acida,Kewa,acida,,salad plant,,0,1,0
Keyserlingia mollis,Keyserlingia,mollis,,,,0,0,0
Khadia beswickii,Khadia,beswickii,,,,0,1,0
Khaya anthotheca,Khaya,anthotheca,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,1,0
Khaya grandifoliola,Khaya,grandifoliola,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,1,0
Khaya ivorensis,Khaya,ivorensis,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,1,0
Khaya klainei,Khaya,klainei,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,0,0
Khaya madagascariensis,Khaya,madagascariensis,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,1,0
Khaya nyasica,Khaya,nyasica,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,0,0
Khaya senegalensis,Khaya,senegalensis,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,1,0
Khaya spp.,Khaya,spp.,Meliaceae,acajou d’afrique,NGA;CMR;DEU;AGO;FRA;GNQ;GBR;GHA;CIV;GAB,0,0,0
Kibara coriacea,Kibara,coriacea,,kibantelik,,0,0,0
Kibatalia borneensis,Kibatalia,borneensis,,,,0,1,0
Kibatalia elmeri,Kibatalia,elmeri,,,,0,1,0
Kibatalia gitingensis,Kibatalia,gitingensis,,,,0,1,0
Kibatalia longifolia,Kibatalia,longifolia,,,,0,1,0
Kibatalia macgregori,Kibatalia,macgregori,,,,0,1,0
Kibatalia merrilliana,Kibatalia,merrilliana,,,,0,1,0
Kibatalia puberula,Kibatalia,puberula,,,,0,1,0
Kibatalia stenopetala,Kibatalia,stenopetala,,,,0,1,0
Kibatalia villosa,Kibatalia,villosa,,,,0,1,0
Kibatalia wigmani,Kibatalia,wigmani,,,,0,1,0
Kickxia elegans,Kickxia,elegans,,,,0,1,0
Kickxia membranacea,Kickxia,membranacea,,,,0,1,0
Kickxia papillosa,Kickxia,papillosa,,,,0,1,0
Kielmeyera peruviana,Kielmeyera,peruviana,,,,0,1,0
Kigelia africana,Kigelia,africana,Bignoniaceae,sausage tree,,0,0,0
Kingianthus paniculatus,Kingianthus,paniculatus,,,,0,1,0
Kingianthus paradoxus,Kingianthus,paradoxus,,,,0,1,0
Kingidium decumbens,Kingidium,decumbens,,,MYS;IDN,1,0,0
Kingidium deliciosum,Kingidium,deliciosum,,,IND;IDN;BGD;MMR;LKA;BTN,1,0,0
Kingidium teenialis,Kingidium,teenialis,,,MMR;IND;BTN,1,0,0
Kingiodendron pinnatum,Kingiodendron,pinnatum,,,,0,1,0
Kingiodendron platycarpum,Kingiodendron,platycarpum,,thimbithimbi;moivi,,0,1,0
Kionophyton sawyeri,Kionophyton,sawyeri,,,MEX,1,0,0
Kionophyton seminuda,Kionophyton,seminuda,,,,1,0,0
Kirengeshoma palmata,Kirengeshoma,palmata,,,,0,1,0
Kirkia burgeri,Kirkia,burgeri,,,,0,1,0
Kirkia dewinteri,Kirkia,dewinteri,,,,0,0,0
Klackenbergia stricta,Klackenbergia,stricta,,,,0,1,0
Klainedoxa buesgenii,Klainedoxa,buesgenii,Irvingiaceae,eveuss,NGA;CMR;COG;CIV;COD;GNQ;GHA;CAF;GAB,0,0,0
Klainedoxa gabonensis,Klainedoxa,gabonensis,Irvingiaceae,eveuss,NGA;CMR;COG;CIV;COD;GNQ;GHA;CAF;GAB,0,0,0
Klarobelia lucida,Klarobelia,lucida,,,,0,1,0
Klarobelia megalocarpa,Klarobelia,megalocarpa,,,,0,1,0
Klasea caucasica,Klasea,caucasica,,caucasian sawwort,,0,1,0
Klasea lycopifolia,Klasea,lycopifolia,,,,0,1,0
Kleinia dolichocoma,Kleinia,dolichocoma,,,,0,0,0
Kleinia leptophylla,Kleinia,leptophylla,,,,0,1,0
Kleinia neriifolia,Kleinia,neriifolia,,,,0,0,0
Kleinia schwartzii,Kleinia,schwartzii,,,,0,1,0
Kleinia scotti,Kleinia,scotti,,,,0,1,0
Knema alvarezii,Knema,alvarezii,Myristicaceae,,,0,1,0
Knema amoena,Knema,amoena,Myristicaceae,,,0,1,0
Knema andamanica,Knema,andamanica,Myristicaceae,,,0,1,0
Knema arenosa,Knema,arenosa,Myristicaceae,,,0,1,0
Knema ashtonii,Knema,ashtonii,Myristicaceae,,,0,1,0
Knema attenuata,Knema,attenuata,Myristicaceae,,,0,0,0
Knema austrosiamensis,Knema,austrosiamensis,Myristicaceae,,,0,1,0
Knema bengalensis,Knema,bengalensis,Myristicaceae,,,0,1,0
Knema celebica,Knema,celebica,Myristicaceae,,,0,1,0
Knema cinnamomea,Knema,cinnamomea,Myristicaceae,,,0,1,0
Knema communis,Knema,communis,Myristicaceae,,,0,1,0
Knema conferta,Knema,conferta,Myristicaceae,penarahan,,0,0,0
Knema conica,Knema,conica,Myristicaceae,,,0,1,0
Knema curtisii,Knema,curtisii,Myristicaceae,,,0,1,0
Knema elmeri,Knema,elmeri,Myristicaceae,,,0,0,0
Knema emmae,Knema,emmae,Myristicaceae,,,0,1,0
Knema furfuracea,Knema,furfuracea,Myristicaceae,,,0,0,0
Knema glauca,Knema,glauca,Myristicaceae,,,0,1,0
Knema glaucescens,Knema,glaucescens,Myristicaceae,,,0,0,0
Knema globularia,Knema,globularia,Myristicaceae,,,0,0,0
Knema glomerata,Knema,glomerata,Myristicaceae,tambalau,,0,0,0
Knema heteropilis,Knema,heteropilis,Myristicaceae,,,0,0,0
Knema hirtella,Knema,hirtella,Myristicaceae,,,0,1,0
Knema hookerana,Knema,hookerana,Myristicaceae,,,0,1,0
Knema intermedia,Knema,intermedia,Myristicaceae,kicarang dahan ?,,0,0,0
Knema kinabaluensis,Knema,kinabaluensis,Myristicaceae,,,0,1,0
Knema korthalsii,Knema,korthalsii,Myristicaceae,,,0,1,0
Knema kostermansiana,Knema,kostermansiana,Myristicaceae,,,0,1,0
Knema krusemaniana,Knema,krusemaniana,Myristicaceae,,,0,1,0
Knema kunstleri,Knema,kunstleri,Myristicaceae,,,0,1,0
Knema lamellaria,Knema,lamellaria,Myristicaceae,,,0,1,0
Knema lampongensis,Knema,lampongensis,Myristicaceae,,,0,1,0
Knema latericia,Knema,latericia,Myristicaceae,senarah,,0,1,0
Knema latifolia,Knema,latifolia,Myristicaceae,,,0,0,0
Knema laurina,Knema,laurina,Myristicaceae,,,0,1,0
Knema linguiformis,Knema,linguiformis,Myristicaceae,,,0,0,0
Knema longepilosa,Knema,longepilosa,Myristicaceae,,,0,1,0
Knema losirensis,Knema,losirensis,Myristicaceae,,,0,1,0
Knema malayana,Knema,malayana,Myristicaceae,,,0,0,0
Knema mamillata,Knema,mamillata,Myristicaceae,,,0,1,0
Knema matanensis,Knema,matanensis,Myristicaceae,,,0,1,0
Knema minima,Knema,minima,Myristicaceae,,,0,1,0
Knema mixta,Knema,mixta,Myristicaceae,,,0,1,0
Knema mogeana,Knema,mogeana,Myristicaceae,,,0,1,0
Knema muscosa,Knema,muscosa,Myristicaceae,,,0,1,0
Knema oblongata,Knema,oblongata,Myristicaceae,,,0,1,0
Knema oblongifolia,Knema,oblongifolia,Myristicaceae,,,0,1,0
Knema pachycarpa,Knema,pachycarpa,Myristicaceae,,,0,1,0
Knema paludosa,Knema,paludosa,Myristicaceae,,,0,1,0
Knema pectinata,Knema,pectinata,Myristicaceae,,,0,1,0
Knema pedicellata,Knema,pedicellata,Myristicaceae,,,0,1,0
Knema pierrei,Knema,pierrei,Myristicaceae,,,0,1,0
Knema pilocarpa,Knema,pilocarpa,Myristicaceae,,,0,1,0
Knema piriformis,Knema,piriformis,Myristicaceae,,,0,1,0
Knema plumulosa,Knema,plumulosa,Myristicaceae,,,0,1,0
Knema poilanei,Knema,poilanei,Myristicaceae,,,0,1,0
Knema psilantha,Knema,psilantha,Myristicaceae,,,0,1,0
Knema pubiflora,Knema,pubiflora,Myristicaceae,,,0,0,0
Knema retusa,Knema,retusa,Myristicaceae,,,0,1,0
Knema riangensis,Knema,riangensis,Myristicaceae,,,0,1,0
Knema ridsdaleana,Knema,ridsdaleana,Myristicaceae,,,0,1,0
Knema rigidifolia,Knema,rigidifolia,Myristicaceae,,,0,1,0
Knema riparia,Knema,riparia,Myristicaceae,,,0,1,0
Knema rubens,Knema,rubens,Myristicaceae,,,0,0,0
Knema rufa,Knema,rufa,Myristicaceae,,,0,1,0
Knema saxatilis,Knema,saxatilis,Myristicaceae,,,0,1,0
Knema scortechinii,Knema,scortechinii,Myristicaceae,penarahan,,0,0,0
Knema sericea,Knema,sericea,Myristicaceae,,,0,1,0
Knema sessiflora,Knema,sessiflora,Myristicaceae,,,0,1,0
Knema squamulosa,Knema,squamulosa,Myristicaceae,,,0,1,0
Knema steenisii,Knema,steenisii,Myristicaceae,,,0,1,0
Knema stellata,Knema,stellata,Myristicaceae,,,0,1,0
Knema stenocarpa,Knema,stenocarpa,Myristicaceae,,,0,1,0
Knema stenophylla,Knema,stenophylla,Myristicaceae,,,0,1,0
Knema stylosa,Knema,stylosa,Myristicaceae,,,0,1,0
Knema subhirtella,Knema,subhirtella,Myristicaceae,,,0,1,0
Knema tenuinervia,Knema,tenuinervia,Myristicaceae,,,0,1,0
Knema tonkinensis,Knema,tonkinensis,Myristicaceae,,,0,1,0
Knema tridactyla,Knema,tridactyla,Myristicaceae,,,0,1,0
Knema uliginosa,Knema,uliginosa,Myristicaceae,,,0,1,0
Knema viridis,Knema,viridis,Myristicaceae,,,0,1,0
Kniphofia goetzei,Kniphofia,goetzei,,,,0,1,0
Kniphofia reflexa,Kniphofia,reflexa,,,,0,1,0
Koanophyllon panamensis,Koanophyllon,panamensis,,,,0,1,0
Kobresia simpliciuscula,Kobresia,simpliciuscula,,,,0,0,0
Koeleria micrathera,Koeleria,micrathera,,,,0,0,0
Koeleria novozelandica,Koeleria,novozelandica,,,,0,0,0
Koellensteinia eburnea,Koellensteinia,eburnea,,,BRA,1,0,0
Koellensteinia kelleriana,Koellensteinia,kelleriana,,,BRA;GUY;COL;VEN;PAN,1,0,0
Koellensteinia spiralis,Koellensteinia,spiralis,,,,1,0,0
Koenigia islandica,Koenigia,islandica,,,,0,0,0
Kohautia socotrana,Kohautia,socotrana,,,,0,1,0
Koilodepas calycinum,Koilodepas,calycinum,,,,0,1,0
Koilodepas ferrugineum,Koilodepas,ferrugineum,,,,0,1,0
Koilodepas wallichianum,Koilodepas,wallichianum,,,,0,1,0
Kokia cookei,Kokia,cookei,,molokai koki`o;cooke's kokio;hau hele`ula;koki`o,,0,1,0
Kokia drynarioides,Kokia,drynarioides,,koki`o;hau-hele`ula;hawaiian tree cotton,,0,1,0
Kokia kauaiensis,Kokia,kauaiensis,,hau hele'ula;kauai koki'o,,0,1,0
Kokia lanceolata,Kokia,lanceolata,,koki'o,,0,1,0
Kokoona bakoensis,Kokoona,bakoensis,Celastraceae,mata ulat,,0,1,0
Kokoona coriacea,Kokoona,coriacea,Celastraceae,mata ulat,,0,1,0
Kokoona leucoclada,Kokoona,leucoclada,Celastraceae,mata ulat,,0,1,0
Kokoona littoralis,Kokoona,littoralis,Celastraceae,mata ulat,,0,1,0
Kokoona longifolia,Kokoona,longifolia,Celastraceae,mata ulat,,0,1,0
Kokoona reflexa,Kokoona,reflexa,Celastraceae,mata ulat,,0,0,0
Kokoona sabahana,Kokoona,sabahana,Celastraceae,mata ulat,,0,1,0
Kokoona sessilis,Kokoona,sessilis,Celastraceae,mata ulat,,0,1,0
Kokoona spp.,Kokoona,spp.,Celastraceae,mata ulat,,0,0,0
Koordersiodendron pinnatum,Koordersiodendron,pinnatum,Anacardiaceae,,,0,0,0
Kopsia lancifolia,Kopsia,lancifolia,,,,0,1,0
Kopsia larutensis,Kopsia,larutensis,,,,0,1,0
Kopsia profunda,Kopsia,profunda,,,,0,1,0
Kopsia scortechinii,Kopsia,scortechinii,,,,0,1,0
Kopsia singaporensis,Kopsia,singaporensis,,white kopsia,,0,1,0
Kopsia sleesiana,Kopsia,sleesiana,,,,0,1,0
Kopsia tenuis,Kopsia,tenuis,,,,0,1,0
Korupodendron songweanum,Korupodendron,songweanum,,,,0,1,0
Kosteletzkya pentacarpos,Kosteletzkya,pentacarpos,,ibisco litorale;hibiscus à cinq carpelles,,0,1,0
Kostermansia malayana,Kostermansia,malayana,,krepal;durian tuang,,0,1,0
Kostermanthus malayus,Kostermanthus,malayus,,,,0,1,0
Kotchubaea montana,Kotchubaea,montana,,,,0,1,0
Kotschya micrantha,Kotschya,micrantha,,,,0,1,0
Kotschya oubanguiensis,Kotschya,oubanguiensis,,,,0,1,0
Kotschya platyphylla,Kotschya,platyphylla,,,,0,1,0
Kotschya recurvifolia,Kotschya,recurvifolia,,,,0,1,0
Koyamacalia pseudotaimingasa,Koyamacalia,pseudotaimingasa,,eo-ri-byeong-pung,,0,1,0
Kraenzlinella anfracta,Kraenzlinella,anfracta,,,,1,0,0
Kraenzlinella echinocarpa,Kraenzlinella,echinocarpa,,,,1,0,0
Kraenzlinella gigantea,Kraenzlinella,gigantea,,,,0,1,0
Kraenzlinella lappago,Kraenzlinella,lappago,,,,1,0,0
Krauseola mosambicina,Krauseola,mosambicina,,,,0,0,0
Kraussia socotrana,Kraussia,socotrana,,,,0,1,0
Kraussia speciosa,Kraussia,speciosa,,,,0,1,0
Kreodanthus ovatilabius,Kreodanthus,ovatilabius,,,MEX;GTM,1,0,0
Kreodanthus secundus,Kreodanthus,secundus,,,SLV;MEX,1,0,0
Krokia pilotoana,Krokia,pilotoana,,,,0,1,0
Krugiodendron ferreum,Krugiodendron,ferreum,Rhamnaceae,,,0,0,0
Kudoacanthus albo-nervosa,Kudoacanthus,albo-nervosa,,,,0,1,0
Kuhlhasseltia carrii,Kuhlhasseltia,carrii,,,MYS,1,0,0
Kuhlhasseltia javanica,Kuhlhasseltia,javanica,,,IDN,1,0,0
Kuhlhasseltia papuana,Kuhlhasseltia,papuana,,,,0,1,0
Kunkeliella psilotoclada,Kunkeliella,psilotoclada,,escobilla de masca;escobilla,,0,1,0
Kunkeliella subsucculenta,Kunkeliella,subsucculenta,,escobilla carnosa;escobilla,,0,1,0
Kupea martinetugei,Kupea,martinetugei,,,,0,1,0
Kurzia sinensis,Kurzia,sinensis,,,,0,1,0
Kyllinga brevifolia,Kyllinga,brevifolia,,,,0,0,0
Kyllinga bulbosa,Kyllinga,bulbosa,,,,0,0,0
Kyllinga chrysanthoides,Kyllinga,chrysanthoides,,,,0,1,0
Kyllinga debilis,Kyllinga,debilis,,,,0,0,0
Kyllinga hexalata,Kyllinga,hexalata,,,,0,1,0
Kyllinga jubensis,Kyllinga,jubensis,,,,0,1,0
Kyllinga melanosperma,Kyllinga,melanosperma,,,,0,1,0
Kyllinga microstyla,Kyllinga,microstyla,,,,0,0,0
