,entity_id,sc_name,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
16742,16743,Cyclamen cilicium,Primulaceae,Cyclamen,cilicium,,,TR,,,1.0
16743,16744,Cyclamen colchicum,Primulaceae,Cyclamen,colchicum,,,GE,,,1.0
16744,16745,Cyclamen coum,Primulaceae,Cyclamen,coum,,,"AM,AZ,BG,GE,IR,IL,LB,RU,SY,TR,UA",,,1.0
16745,16746,Cyclamen creticum,Primulaceae,Cyclamen,creticum,,,GR,,,1.0
16746,16747,Cyclamen cyprium,Primulaceae,Cyclamen,cyprium,,,CY,,,1.0
16747,16748,Cyclamen drydeniae,Primulaceae,Cyclamen,drydeniae,,,,,,1.0
16748,16749,Cyclamen graecum,Primulaceae,Cyclamen,graecum,,,"CY,GR,TR",,,1.0
16749,16750,Cyclamen hederifolium,Primulaceae,Cyclamen,hederifolium,,,"AL,BG,FR,GR,IT,CH,TR,GB",,,1.0
16750,16751,Cyclamen hildebrandii,Primulaceae,Cyclamen,hildebrandii,,,,,,1.0
16751,16752,Cyclamen intaminatum,Primulaceae,Cyclamen,intaminatum,,,TR,,,1.0
16752,16753,Cyclamen libanoticum,Primulaceae,Cyclamen,libanoticum,,,LB,,,1.0
16753,16754,Cyclamen meiklei,Primulaceae,Cyclamen,meiklei,,,,,,1.0
16754,16755,Cyclamen mirabile,Primulaceae,Cyclamen,mirabile,,,TR,,,1.0
16755,16756,Cyclamen parviflorum,Primulaceae,Cyclamen,parviflorum,,,TR,,,1.0
16756,16757,Cyclamen persicum,Primulaceae,Cyclamen,persicum,,,"DZ,CY,GR,IL,JO,LB,SY,TN,TR",,,1.0
16757,16758,Cyclamen pseudibericum,Primulaceae,Cyclamen,pseudibericum,,,TR,,,1.0
16758,16759,Cyclamen purpurascens,Primulaceae,Cyclamen,purpurascens,,cyclamen des alpes,"AT,BA,CZ,FR,DE,HU,IT,PL,RO,RU,SK,CH",,,0.0
16759,16760,Cyclamen repandum,Primulaceae,Cyclamen,repandum,,,"AL,BA,FR,GR,IT,CH",,,1.0
16760,16761,Cyclamen rohlfsianum,Primulaceae,Cyclamen,rohlfsianum,,,LY,,,1.0
16761,16762,Cyclamen saundersiae,Primulaceae,Cyclamen,saundersiae,,,,,,1.0
16762,16763,Cyclamen schwarzii,Primulaceae,Cyclamen,schwarzii,,,,,,1.0
16763,16764,Cyclamen somalense,Primulaceae,Cyclamen,somalense,,,SO,,,1.0
16764,16765,Cyclamen trochopteranthum,Primulaceae,Cyclamen,trochopteranthum,,,TR,,,1.0
16765,16766,Cyclamen wellensiekii,Primulaceae,Cyclamen,wellensiekii,,,,,,1.0
16766,16767,Cyclamen whiteae,Primulaceae,Cyclamen,whiteae,,,,,,1.0
19753,19754,Cyclobalanopsis repandifolia,,Cyclobalanopsis,repandifolia,,,,,,1.0
18267,18268,Cyclophyllum tenuipes,,Cyclophyllum,tenuipes,,,,,,1.0
18645,18646,Cyclopia bolusii,,Cyclopia,bolusii,,,,,,1.0
18626,18627,Cyclopia sessiliflora,,Cyclopia,sessiliflora,,,,,,1.0
32757,32758,Cyclosorus boydiae,,Cyclosorus,boydiae,,boyd's maidenfern,,,,1.0
37199,37200,Cyclosorus burundensis,,Cyclosorus,burundensis,,,,,,1.0
33841,33842,Cyclosorus ciliatus,,Cyclosorus,ciliatus,,,,,,0.0
21418,21419,Cyclosorus interruptus,,Cyclosorus,interruptus,,hottentot fern;geom-eun-byeol-go-sa-ri;willdenow’s fern;samambaia-do-brejo,,,,0.0
33842,33843,Cyclosorus salicifolius,,Cyclosorus,salicifolius,,,,,,1.0
31018,31019,Cyclosorus sino-acuminata,,Cyclosorus,sino-acuminata,,,,,,1.0
32758,32759,Cyclosorus wailele,,Cyclosorus,wailele,,waioli valley maidenfern,,,,1.0
421,422,Cylicodiscus gabunensis,Leguminosae,Cylicodiscus,gabunensis,,,,,0.0,
29884,29885,Cylicomorpha solmsii,,Cylicomorpha,solmsii,,,,,,1.0
27014,27015,Cylindrocline commersonii,,Cylindrocline,commersonii,,,,,,1.0
17899,17900,Cylindropuntia abyssi,,Cylindropuntia,abyssi,,peach springs cholla,,,,0.0
17922,17923,Cylindropuntia acanthocarpa,,Cylindropuntia,acanthocarpa,,,,,,0.0
17817,17818,Cylindropuntia alcahes,,Cylindropuntia,alcahes,,,,,,0.0
17731,17732,Cylindropuntia anteojoensis,,Cylindropuntia,anteojoensis,,,,,,1.0
17784,17785,Cylindropuntia arbuscula,,Cylindropuntia,arbuscula,,,,,,0.0
17884,17885,Cylindropuntia bigelovii,,Cylindropuntia,bigelovii,,teddy-bear cholla,,,,0.0
17744,17745,Cylindropuntia californica,,Cylindropuntia,californica,,snake cholla,,,,0.0
31619,31620,Cylindropuntia calmalliana,,Cylindropuntia,calmalliana,,,,,,0.0
17736,17737,Cylindropuntia caribaea,,Cylindropuntia,caribaea,,,,,,0.0
17719,17720,Cylindropuntia cholla,,Cylindropuntia,cholla,,,,,,0.0
17821,17822,Cylindropuntia davisii,,Cylindropuntia,davisii,,,,,,0.0
17792,17793,Cylindropuntia delgadilloana,,Cylindropuntia,delgadilloana,,,,,,0.0
17897,17898,Cylindropuntia echinocarpa,,Cylindropuntia,echinocarpa,,,,,,0.0
17842,17843,Cylindropuntia fulgida,,Cylindropuntia,fulgida,,jumping cholla,,,,0.0
17902,17903,Cylindropuntia ganderi,,Cylindropuntia,ganderi,,,,,,0.0
17834,17835,Cylindropuntia hystrix,,Cylindropuntia,hystrix,,patana,,,,1.0
17787,17788,Cylindropuntia imbricata,,Cylindropuntia,imbricata,,,,,,0.0
17923,17924,Cylindropuntia kleiniae,,Cylindropuntia,kleiniae,,,,,,0.0
17869,17870,Cylindropuntia leptocaulis,,Cylindropuntia,leptocaulis,,tesajo cactus;tasajillo;christmas cactus,,,,0.0
17746,17747,Cylindropuntia lindsayi,,Cylindropuntia,lindsayi,,,,,,0.0
17745,17746,Cylindropuntia molesta,,Cylindropuntia,molesta,,,,,,0.0
31621,31622,Cylindropuntia multigeniculata,,Cylindropuntia,multigeniculata,,,,,,0.0
17818,17819,Cylindropuntia munzii,,Cylindropuntia,munzii,,,,,,0.0
17808,17809,Cylindropuntia prolifera,,Cylindropuntia,prolifera,,,,,,0.0
17939,17940,Cylindropuntia ramosissima,,Cylindropuntia,ramosissima,,,,,,0.0
17767,17768,Cylindropuntia rosea,,Cylindropuntia,rosea,,,,,,1.0
17911,17912,Cylindropuntia sanfelipensis,,Cylindropuntia,sanfelipensis,,,,,,0.0
17887,17888,Cylindropuntia santamaria,,Cylindropuntia,santamaria,,,,,,1.0
17856,17857,Cylindropuntia spinosior,,Cylindropuntia,spinosior,,cane cholla,,,,0.0
17704,17705,Cylindropuntia tesajo,,Cylindropuntia,tesajo,,,,,,0.0
17943,17944,Cylindropuntia thurberi,,Cylindropuntia,thurberi,,,,,,0.0
17880,17881,Cylindropuntia tunicata,,Cylindropuntia,tunicata,,,,,,0.0
17699,17700,Cylindropuntia versicolor,,Cylindropuntia,versicolor,,,,,,0.0
17894,17895,Cylindropuntia whipplei,,Cylindropuntia,whipplei,,,,,,0.0
17924,17925,Cylindropuntia wolfii,,Cylindropuntia,wolfii,,,,,,0.0
24197,24198,Cymbopetalum baillonii,,Cymbopetalum,baillonii,,,,,,1.0
19091,19092,Cymbopetalum mayanum,,Cymbopetalum,mayanum,,,,,,1.0
20362,20363,Cymbopetalum torulosum,,Cymbopetalum,torulosum,,,,,,1.0
35043,35044,Cymbopogon bhutanicus,,Cymbopogon,bhutanicus,,,,,,1.0
36324,36325,Cymbopogon obtectus,,Cymbopogon,obtectus,,silky heads,,,,0.0
35549,35550,Cymodocea angustata,,Cymodocea,angustata,,species code: ca,,,,0.0
17963,17964,Cymodocea nodosa,,Cymodocea,nodosa,,nimfa de les aigües marines;slender seagrass;seba;algueró;alka rqiqa,,,,0.0
35575,35576,Cymodocea rotundata,,Cymodocea,rotundata,,species code: cr,,,,0.0
35570,35571,Cymodocea serrulata,,Cymodocea,serrulata,,species code: cs,,,,0.0
29526,29527,Cynanchum acutum,,Cynanchum,acutum,,,,,,0.0
28111,28112,Cynanchum anderssonii,,Cynanchum,anderssonii,,,,,,1.0
28112,28113,Cynanchum bifidum,,Cynanchum,bifidum,,,,,,1.0
28113,28114,Cynanchum campii,,Cynanchum,campii,,,,,,1.0
28114,28115,Cynanchum chanchanense,,Cynanchum,chanchanense,,,,,,1.0
28115,28116,Cynanchum chimboracense,,Cynanchum,chimboracense,,,,,,1.0
35098,35099,Cynanchum daltonii,,Cynanchum,daltonii,,,,,,0.0
28116,28117,Cynanchum densiflorum,,Cynanchum,densiflorum,,,,,,1.0
28117,28118,Cynanchum ellemannii,,Cynanchum,ellemannii,,,,,,1.0
28118,28119,Cynanchum erikseniae,,Cynanchum,erikseniae,,,,,,1.0
28119,28120,Cynanchum fasciculiflorum,,Cynanchum,fasciculiflorum,,,,,,1.0
35214,35215,Cynanchum freemani,,Cynanchum,freemani,,,,,,1.0
28120,28121,Cynanchum harlingii,,Cynanchum,harlingii,,,,,,1.0
28121,28122,Cynanchum intricatum,,Cynanchum,intricatum,,,,,,1.0
28122,28123,Cynanchum jaramilloi,,Cynanchum,jaramilloi,,,,,,1.0
28123,28124,Cynanchum leptostephanum,,Cynanchum,leptostephanum,,,,,,1.0
28124,28125,Cynanchum leucophellum,,Cynanchum,leucophellum,,,,,,1.0
28145,28146,Cynanchum longecalicinum,,Cynanchum,longecalicinum,,,,,,1.0
28146,28147,Cynanchum nielsenii,,Cynanchum,nielsenii,,,,,,1.0
28147,28148,Cynanchum quitense,,Cynanchum,quitense,,,,,,1.0
28148,28149,Cynanchum serpyllifolium,,Cynanchum,serpyllifolium,,,,,,1.0
28149,28150,Cynanchum sodiroi,,Cynanchum,sodiroi,,,,,,1.0
28150,28151,Cynanchum spruceanum,,Cynanchum,spruceanum,,,,,,1.0
28151,28152,Cynanchum stenospira,,Cynanchum,stenospira,,,,,,1.0
30945,30946,Cynanchum taihangense,,Cynanchum,taihangense,,,,,,1.0
28152,28153,Cynanchum velutinum,,Cynanchum,velutinum,,,,,,1.0
36626,36627,Cynodon transvaalensis,,Cynodon,transvaalensis,,african bermuda grass,,,,0.0
34298,34299,Cynoglossum imeretinum,,Cynoglossum,imeretinum,,imeretian hound's-tongue;osero,,,,1.0
35414,35415,Cynoglossum tsaratananense,,Cynoglossum,tsaratananense,,,,,,1.0
39057,39058,Cynometra abrahamii,Leguminosae,Cynometra,abrahamii,,somotrorana;mampay;arivoravy,,,,0.0
422,423,Cynometra alexandri,Leguminosae,Cynometra,alexandri,,,,,0.0,
423,424,Cynometra ananta,Leguminosae,Cynometra,ananta,,,,,0.0,
18290,18291,Cynometra beddomei,Leguminosae,Cynometra,beddomei,,,,,,1.0
18291,18292,Cynometra bourdillonii,Leguminosae,Cynometra,bourdillonii,,,,,,1.0
20587,20588,Cynometra brachyrrhachis,Leguminosae,Cynometra,brachyrrhachis,,,,,,1.0
38781,38782,Cynometra capuronii,Leguminosae,Cynometra,capuronii,,mampay,,,,1.0
38934,38935,Cynometra commersoniana,Leguminosae,Cynometra,commersoniana,,rahiny;mampay;mampailo;hatatra,,,,0.0
20039,20040,Cynometra cubensis,Leguminosae,Cynometra,cubensis,,,,,,1.0
424,425,Cynometra elmeri,Leguminosae,Cynometra,elmeri,,,,,0.0,
20588,20589,Cynometra engleri,Leguminosae,Cynometra,engleri,,,,,,1.0
23043,23044,Cynometra falcata,Leguminosae,Cynometra,falcata,,thimbithimbi,,,,0.0
21183,21184,Cynometra filifera,Leguminosae,Cynometra,filifera,,,,,,1.0
21184,21185,Cynometra gillmanii,Leguminosae,Cynometra,gillmanii,,,,,,1.0
38140,38141,Cynometra hankei,Leguminosae,Cynometra,hankei,,,,,,0.0
425,426,Cynometra inaequifolia,Leguminosae,Cynometra,inaequifolia,,dila-dila;kekatong,,,0.0,1.0
22815,22816,Cynometra insularis,Leguminosae,Cynometra,insularis,,movi;movivula;thimbithimbi;namo;moivi,,,,0.0
31226,31227,Cynometra iripa,Leguminosae,Cynometra,iripa,,attukaddupulli;kadumpuli,,,,0.0
20589,20590,Cynometra longipedicellata,Leguminosae,Cynometra,longipedicellata,,,,,,1.0
22527,22528,Cynometra lukei,Leguminosae,Cynometra,lukei,,mpakata;mupakata,,,,1.0
426,427,Cynometra malaccensis,Leguminosae,Cynometra,malaccensis,,,,,0.0,
37267,37268,Cynometra marginata,Leguminosae,Cynometra,marginata,,,,,,0.0
427,428,Cynometra mirabilis,Leguminosae,Cynometra,mirabilis,,,,,0.0,
428,429,Cynometra ramiflora,Leguminosae,Cynometra,ramiflora,,,,,0.0,
22321,22322,Cynometra suaheliensis,Leguminosae,Cynometra,suaheliensis,,mufunda,,,,1.0
18292,18293,Cynometra travancorica,Leguminosae,Cynometra,travancorica,,,,,,1.0
20590,20591,Cynometra ulugurensis,Leguminosae,Cynometra,ulugurensis,,,,,,1.0
22712,22713,Cynometra webberi,Leguminosae,Cynometra,webberi,,mudodoma;mfunda;sakucha,,,,1.0
31957,31958,Cyperus afroalpinus,,Cyperus,afroalpinus,,,,,,1.0
31515,31516,Cyperus afrodunensis,,Cyperus,afrodunensis,,,,,,1.0
39396,39397,Cyperus afromontanus,,Cyperus,afromontanus,,,,,,1.0
27379,27380,Cyperus alopecuroides,,Cyperus,alopecuroides,,samár;foxtail sedge;matsedge;‘olub el sultan,,,,0.0
33241,33242,Cyperus alternifolius,,Cyperus,alternifolius,,,,,,0.0
32176,32177,Cyperus altomicroglumis,,Cyperus,altomicroglumis,,,,,,1.0
30267,30268,Cyperus alulatus,,Cyperus,alulatus,,,,,,0.0
30682,30683,Cyperus amabilis,,Cyperus,amabilis,,,,,,0.0
39695,39696,Cyperus anderssonii,,Cyperus,anderssonii,,andersson's sedge;galápagos sedge,,,,0.0
32595,32596,Cyperus ankaratrensis,,Cyperus,ankaratrensis,,,,,,1.0
36046,36047,Cyperus appendiculatus,,Cyperus,appendiculatus,,,,,,0.0
30560,30561,Cyperus arenarius,,Cyperus,arenarius,,,,,,0.0
33774,33775,Cyperus articulatus,,Cyperus,articulatus,,souchet articulé;jointed flatsedge,,,,0.0
32270,32271,Cyperus aterrimus,,Cyperus,aterrimus,,,,,,0.0
32204,32205,Cyperus baoulensis,,Cyperus,baoulensis,,,,,,1.0
36759,36760,Cyperus berroi,,Cyperus,berroi,,,,,,0.0
17469,17470,Cyperus bryanii,,Cyperus,bryanii,,,,,,1.0
36609,36610,Cyperus camphoratus,,Cyperus,camphoratus,,,,,,0.0
32703,32704,Cyperus cancrorum,,Cyperus,cancrorum,,,,,,1.0
30568,30569,Cyperus castaneus,,Cyperus,castaneus,,,,,,0.0
33222,33223,Cyperus cephalotes,,Cyperus,cephalotes,,,,,,0.0
36554,36555,Cyperus chionocephalus,,Cyperus,chionocephalus,,,,,,1.0
30270,30271,Cyperus clarkei,,Cyperus,clarkei,,,,,,0.0
32151,32152,Cyperus clavinux,,Cyperus,clavinux,,,,,,0.0
32173,32174,Cyperus commixtus,,Cyperus,commixtus,,,,,,1.0
30564,30565,Cyperus compactus,,Cyperus,compactus,,,,,,0.0
27222,27223,Cyperus compressus,,Cyperus,compressus,,poorland flatsedge;se'ed,,,,0.0
32215,32216,Cyperus congensis,,Cyperus,congensis,,,,,,0.0
35465,35466,Cyperus constrictus,,Cyperus,constrictus,,,,,,1.0
36004,36005,Cyperus cylindrostachyus,,Cyperus,cylindrostachyus,,,,,,0.0
30637,30638,Cyperus cyperoides,,Cyperus,cyperoides,,,,,,0.0
29134,29135,Cyperus cyprius,,Cyperus,cyprius,,,,,,1.0
32254,32255,Cyperus densibulbosus,,Cyperus,densibulbosus,,,,,,1.0
35527,35528,Cyperus dentatus,,Cyperus,dentatus,,toothed flatsedge;souchet denté;dentate umbrella sedge,,,,0.0
27253,27254,Cyperus difformis,,Cyperus,difformis,,junça diforme;souchet difforme;junco de agua;smallflower umbrella sedge;adjir,,,,0.0
38503,38504,Cyperus diffusus,,Cyperus,diffusus,,dwarf umbrella grass,,,,0.0
27549,27550,Cyperus digitatus,,Cyperus,digitatus,,finger flatsegde;souchet digité;seraqón;dis,,,,0.0
35260,35261,Cyperus dilatatus,,Cyperus,dilatatus,,,,,,0.0
38639,38640,Cyperus distans,,Cyperus,distans,,slender cyperus,,,,0.0
36263,36264,Cyperus drummondii,,Cyperus,drummondii,,green flat sedge,,,,0.0
30472,30473,Cyperus dubius,,Cyperus,dubius,,,,,,0.0
30599,30600,Cyperus elatus,,Cyperus,elatus,,,,,,0.0
36232,36233,Cyperus enervis,,Cyperus,enervis,,,,,,0.0
35530,35531,Cyperus eragrostis,,Cyperus,eragrostis,,souchet vigoureux;tall flatsedge,,,,0.0
35533,35534,Cyperus erythrorhizos,,Cyperus,erythrorhizos,,red-rooted umberella-sedge;souchet à racines rouges;red-root flatsedge,,,,0.0
26833,26834,Cyperus esculentus,,Cyperus,esculentus,,habb el-'aziz;souchet comestible;amande de terre;earth almond;yellow nutsedge;chufanød;earth nut;cipero dolce;zigolo dolce;tiger nut;tijgernoten;fladaks;aardamandel,,,,0.0
17381,17382,Cyperus felicis,,Cyperus,felicis,,,,,,1.0
32030,32031,Cyperus flavoculmis,,Cyperus,flavoculmis,,,,,,1.0
33629,33630,Cyperus fuscus,,Cyperus,fuscus,,souchet brun;brown galingale;se'ed,,,,0.0
29141,29142,Cyperus glaber,,Cyperus,glaber,,,,,,0.0
32091,32092,Cyperus glaucophyllus,,Cyperus,glaucophyllus,,,,,,0.0
29139,29140,Cyperus glomeratus,,Cyperus,glomeratus,,gecebiten,,,,0.0
31318,31319,Cyperus grandibulbosus,,Cyperus,grandibulbosus,,,,,,0.0
31858,31859,Cyperus grandifolius,,Cyperus,grandifolius,,,,,,1.0
36518,36519,Cyperus grayi,,Cyperus,grayi,,gray's flat sedge;umbrella sedge,,,,0.0
36105,36106,Cyperus guianensis,,Cyperus,guianensis,,,,,,0.0
35736,35737,Cyperus hamulosus,,Cyperus,hamulosus,,,,,,0.0
32731,32732,Cyperus heterocladus,,Cyperus,heterocladus,,"rindra, zozoro",,,,1.0
33785,33786,Cyperus imbricatus,,Cyperus,imbricatus,,souchet imbriqué;shingle flatsedge;se'ed,,,,0.0
33563,33564,Cyperus iria,,Cyperus,iria,,,,,,0.0
36309,36310,Cyperus kasamensis,,Cyperus,kasamensis,,,,,,1.0
31955,31956,Cyperus kerstenii,,Cyperus,kerstenii,,,,,,0.0
32130,32131,Cyperus koyaliensis,,Cyperus,koyaliensis,,,,,,1.0
21250,21251,Cyperus laevigatus,,Cyperus,laevigatus,,smooth flatsedge;zigolo levigato;souchet à deux épis,,,,0.0
32031,32032,Cyperus lateriticus,,Cyperus,lateriticus,,,,,,1.0
27249,27250,Cyperus longus,,Cyperus,longus,,souchet odorant;sweet cyperus;سعد خشن;souchet long;galingale;fladaks,,,,0.0
30692,30693,Cyperus maderaspatanus,,Cyperus,maderaspatanus,,,,,,0.0
30673,30674,Cyperus meeboldii,,Cyperus,meeboldii,,,,,,0.0
27376,27377,Cyperus michelianus,,Cyperus,michelianus,,souchet de michel;zigolo del micheli,,,,0.0
32975,32976,Cyperus microbolbos,,Cyperus,microbolbos,,se'ed,,,,1.0
38290,38291,Cyperus microcristatus,,Cyperus,microcristatus,,,,,,1.0
32147,32148,Cyperus micropelophilus,,Cyperus,micropelophilus,,,,,,1.0
31383,31384,Cyperus microumbellatus,,Cyperus,microumbellatus,,,,,,1.0
38533,38534,Cyperus mitis,,Cyperus,mitis,,shu lin suo cao,,,,0.0
36184,36185,Cyperus mollipes,,Cyperus,mollipes,,mwodi,,,,0.0
29591,29592,Cyperus multifolius,,Cyperus,multifolius,,,,,,1.0
36339,36340,Cyperus nipponicus,,Cyperus,nipponicus,,otanagayatsuri;aogayaturi,,,,0.0
38484,38485,Cyperus nutans,,Cyperus,nutans,,,,,,0.0
38542,38543,Cyperus pangorei,,Cyperus,pangorei,,pangorai;korai,,,,0.0
38493,38494,Cyperus paniceus,,Cyperus,paniceus,,,,,,0.0
27037,27038,Cyperus papyrus,,Cyperus,papyrus,,arabic birdi;papiro;papyrus sedge;andac-anèn;arabic-shuwa umm ganagan;papyrusstaude;papyrus;papirusu;bardí;papyrusfladaks;jonc du nil,,,,0.0
17468,17469,Cyperus pennatiformis,,Cyperus,pennatiformis,,,,,,1.0
30536,30537,Cyperus pilosus,,Cyperus,pilosus,,,,,,0.0
32081,32082,Cyperus plateilema,,Cyperus,plateilema,,,,,,0.0
30520,30521,Cyperus platyphyllus,,Cyperus,platyphyllus,,pothukola,,,,0.0
31978,31979,Cyperus podocarpus,,Cyperus,podocarpus,,,,,,0.0
38666,38667,Cyperus procerus,,Cyperus,procerus,,cói qui,,,,0.0
30662,30663,Cyperus pulchellus,,Cyperus,pulchellus,,,,,,0.0
32118,32119,Cyperus pustulatus,,Cyperus,pustulatus,,,,,,0.0
31962,31963,Cyperus reduncus,,Cyperus,reduncus,,,,,,0.0
36207,36208,Cyperus remotus,,Cyperus,remotus,,,,,,1.0
39573,39574,Cyperus rheophyticus,,Cyperus,rheophyticus,,,,,,1.0
38291,38292,Cyperus rheophytorum,,Cyperus,rheophytorum,,,,,,1.0
35262,35263,Cyperus rigidifolius,,Cyperus,rigidifolius,,,,,,0.0
35421,35422,Cyperus rockii,,Cyperus,rockii,,,,,,1.0
18471,18472,Cyperus rotundus,,Cyperus,rotundus,,souchet rond;nut-grass,,,,0.0
30518,30519,Cyperus rubicundus,,Cyperus,rubicundus,,,,,,0.0
27218,27219,Cyperus schimperianus,,Cyperus,schimperianus,,souchet de schimper;schimper flatsedge;se'ed,,,,0.0
36283,36284,Cyperus semifertilis,,Cyperus,semifertilis,,missionary nutgrass,,,,1.0
31898,31899,Cyperus sensilis,,Cyperus,sensilis,,,,,,1.0
31928,31929,Cyperus sphaerospermus,,Cyperus,sphaerospermus,,,,,,0.0
30651,30652,Cyperus squarrosus,,Cyperus,squarrosus,,,,,,0.0
30647,30648,Cyperus stoloniferus,,Cyperus,stoloniferus,,,,,,0.0
35544,35545,Cyperus strigosus,,Cyperus,strigosus,,false nutsedge;souchet hispide;strawcolored flatsedge,,,,0.0
24039,24040,Cyperus subaequalis,,Cyperus,subaequalis,,,,,,1.0
30506,30507,Cyperus tenuiculmis,,Cyperus,tenuiculmis,,,,,,0.0
30632,30633,Cyperus tenuispica,,Cyperus,tenuispica,,cói gié mịn,,,,0.0
31981,31982,Cyperus textilis,,Cyperus,textilis,,,,,,0.0
30511,30512,Cyperus tuberosus,,Cyperus,tuberosus,,purple nut sedge;nut grass,,,,0.0
36714,36715,Cyperus turrillii,,Cyperus,turrillii,,,,,,0.0
17265,17266,Cyperus wissmannii,,Cyperus,wissmannii,,,,,,1.0
38571,38572,Cyperus zollingeri,,Cyperus,zollingeri,,roadside flatsedge,,,,0.0
33635,33636,Cyphia alba,,Cyphia,alba,,,,,,0.0
26334,26335,Cyphokentia cerifera,,Cyphokentia,cerifera,,,,,,1.0
26227,26228,Cyphokentia macrostachya,,Cyphokentia,macrostachya,,balmier blanc,,,,0.0
24267,24268,Cyphomandra diploconos,,Cyphomandra,diploconos,,guava tamarillo;tomate silvestre;baga de bugre;baga de veado,,,,0.0
39713,39714,Cyphophoenix alba,,Cyphophoenix,alba,,,,,,0.0
26228,26229,Cyphophoenix elegans,,Cyphophoenix,elegans,,,,,,1.0
26190,26191,Cyphophoenix fulcita,,Cyphophoenix,fulcita,,,,,,0.0
26229,26230,Cyphophoenix nucele,,Cyphophoenix,nucele,,nucele,,,,1.0
26230,26231,Cyphosperma balansae,,Cyphosperma,balansae,,,,,,0.0
17327,17328,Cyphosperma naboutinense,,Cyphosperma,naboutinense,,,,,,1.0
26231,26232,Cyphosperma tanga,,Cyphosperma,tanga,,tangga,,,,1.0
26232,26233,Cyphosperma trichospadix,,Cyphosperma,trichospadix,,,,,,1.0
26233,26234,Cyphosperma voutmelense,,Cyphosperma,voutmelense,,,,,,1.0
19508,19509,Cyrtandra anthropophagorum,,Cyrtandra,anthropophagorum,,maka makandora;kavika ni vei kau,,,,0.0
17484,17485,Cyrtandra crenata,,Cyrtandra,crenata,,,,,,1.0
36866,36867,Cyrtandra cyaneoides,,Cyrtandra,cyaneoides,,kanawao ke'oke'o;ha'iwale,,,,1.0
18233,18234,Cyrtandra denhamii,,Cyrtandra,denhamii,,,,,,1.0
36870,36871,Cyrtandra dentata,,Cyrtandra,dentata,,,,,,1.0
25254,25255,Cyrtandra elbertii,,Cyrtandra,elbertii,,,,,,1.0
18884,18885,Cyrtandra feaniana,,Cyrtandra,feaniana,,,,,,0.0
19338,19339,Cyrtandra giffardii,,Cyrtandra,giffardii,,giffard's cyrtandra,,,,1.0
17548,17549,Cyrtandra heinrichii,,Cyrtandra,heinrichii,,kanawao ke'oke'o;ha'iwale,,,,1.0
19510,19511,Cyrtandra kandavuensis,,Cyrtandra,kandavuensis,,,,,,1.0
29031,29032,Cyrtandra kaulantha,,Cyrtandra,kaulantha,,ha'iwale;waikane valley cyrtandra,,,,1.0
34856,34857,Cyrtandra lillianae,,Cyrtandra,lillianae,,te manga cyrtandra,,,,1.0
35683,35684,Cyrtandra mareensis,,Cyrtandra,mareensis,,,,,,1.0
25617,25618,Cyrtandra natewaensis,,Cyrtandra,natewaensis,,,,,,1.0
17549,17550,Cyrtandra oenobarba,,Cyrtandra,oenobarba,,kanawao ke'oke'o;ha'iwale,,,,1.0
35474,35475,Cyrtandra olona,,Cyrtandra,olona,,,,,,1.0
17550,17551,Cyrtandra paliku,,Cyrtandra,paliku,,kanawao ke'oke'o;ha'iwale,,,,1.0
29032,29033,Cyrtandra polyantha,,Cyrtandra,polyantha,,niu valley cyrtandra,,,,1.0
34858,34859,Cyrtandra rarotongensis,,Cyrtandra,rarotongensis,,rarotonga cyrtandra,,,,1.0
19511,19512,Cyrtandra spathacea,,Cyrtandra,spathacea,,,,,,1.0
17318,17319,Cyrtandra subumbellata,,Cyrtandra,subumbellata,,,,,,1.0
18234,18235,Cyrtandra tavinunensis,,Cyrtandra,tavinunensis,,,,,,1.0
19500,19501,Cyrtandra tempestii,,Cyrtandra,tempestii,,,,,,1.0
18265,18266,Cyrtandra viridiflora,,Cyrtandra,viridiflora,,ha'iwale,,,,1.0
29033,29034,Cyrtandra waiolani,,Cyrtandra,waiolani,,ha'iwale;fuzzyflower cyrtandra,,,,1.0
31598,31599,Cyrtanthus flavus,,Cyrtanthus,flavus,,,,,,1.0
18408,18409,Cyrtanthus sanguineus,,Cyrtanthus,sanguineus,,,,,,0.0
31002,31003,Cyrtomium hemionitis,,Cyrtomium,hemionitis,,,,,,1.0
31003,31004,Cyrtomium nephrolepioides,,Cyrtomium,nephrolepioides,,,,,,1.0
36186,36187,Cyrtopodium brandonianum,,Cyrtopodium,brandonianum,,,,,,0.0
36435,36436,Cyrtostachys elegans,,Cyrtostachys,elegans,,nibung,,,,1.0
36670,36671,Cyrtostachys glauca,,Cyrtostachys,glauca,,,,,,0.0
26235,26236,Cyrtostachys kisu,,Cyrtostachys,kisu,,mutumbu,,,,1.0
30787,30788,Cystacanthus affinis,,Cystacanthus,affinis,,,,,,1.0
30998,30999,Cystoathyrium chinense,,Cystoathyrium,chinense,,,,,,1.0
29296,29297,Cystostemon socotranus,,Cystostemon,socotranus,,,,,,0.0
39275,39276,Cytisophyllum sessilifolium,,Cytisophyllum,sessilifolium,,,,,,0.0
19401,19402,Cytisus aeolicus,,Cytisus,aeolicus,,citiso delle eolie;sgurbio,,,,1.0
37473,37474,Cytisus cantabricus,,Cytisus,cantabricus,,escoba serraniega;escoba reciniega;genêt des cantabriques,,,,0.0
38893,38894,Cytisus commutatus,,Cytisus,commutatus,,,,,,0.0
