,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
1242,1242,1242,9406.10.00.00,1,Of wood,,[ Prefabricated buildings ] && [ Of wood ],wood;building,
1243,1243,1243,9406.90.00,1,Other,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ],building,wood
1244,1244,1244,,2,Of metal,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ],building;metal,wood
1245,1245,1245,,3,Greenhouses,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ],building;metal;greenhouses,wood
1246,1246,1246,9406.90.00.10,4,Commercial,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ] && [ Commercial ],building;metal;commercial;greenhouses,wood
1247,1247,1247,9406.90.00.20,4,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ] && [ ![ Commercial ] ] ],building;metal;greenhouses,wood;commercial
1248,1248,1248,9406.90.00.30,3,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ ![ Greenhouses ] ] ],building;metal,wood;greenhouses
1249,1249,1249,,2,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ],building,wood;metal
1250,1250,1250,9406.90.00.50,3,Animal sheds of plastic,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ] && [ Animal sheds of plastic ],building;plastic;animal shed,wood;metal
1251,1251,1251,9406.90.00.90,3,Other,,[ [ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ] && [ ![ Animal sheds of plastic ] ] ],building,wood;metal;plastic;animal shed
1252,1252,1252,9503.00.00,0,Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ],pedal car;tricycles;similar recreational;similar wheeled;recreational model;doll;kind;puzzle;scale;scooter;wheeled toy;âscaleë ®;accessory;work;dollsê¼ carriage,
1253,1253,1253,,1,âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ],pedal car;tricycles;similar recreational;similar wheeled;recreational model;doll;define;u.s.c;kind;puzzle;scale;scooter;âchildrenê¼s productsë;â§;wheeled toy;âscaleë ®;accessory;work;dollsê¼ carriage,
1254,1254,1254,,2,Inflatable toy balls &&  balloons && punchballs &&  of rubber,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ],punchball;tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;balloon;âscaleë ®;work;dollsê¼ carriage;wheeled toy;toy ball;pedal car;define;u.s.c;puzzle;scale;â§;similar recreational;doll;kind;rubber;accessory;inflatable toy,
1255,1255,1255,,3,Labeled or determined by importer as intended for use by persons,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ],punchball;tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;balloon;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;toy ball;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;similar recreational;doll;kind;rubber;accessory;inflatable toy,
1256,1256,1256,9503.00.00.11,4,Under 3 years of age,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ] && [ Under 3 years of age ],punchball;tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;balloon;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;toy ball;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;year;similar recreational;age;doll;kind;rubber;accessory;inflatable toy,
1257,1257,1257,9503.00.00.13,4,3 to 12 years of age,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ] && [ 3 to 12 years of age ],punchball;tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;balloon;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;toy ball;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;year;similar recreational;age;doll;kind;rubber;accessory;inflatable toy,
1258,1258,1258,,2,Other,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ],pedal car;tricycles;similar recreational;similar wheeled;recreational model;doll;define;u.s.c;kind;puzzle;scale;scooter;âchildrenê¼s productsë;â§;wheeled toy;âscaleë ®;accessory;work;dollsê¼ carriage,punchball;toy ball;inflatable toy;balloon;rubber
1259,1259,1259,,3,Labeled or determined by importer as intended for use by persons,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ],tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;similar recreational;doll;kind;accessory,punchball;toy ball;inflatable toy;balloon;rubber
1260,1260,1260,9503.00.00.71,4,Under 3 years of age,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ] && [ Under 3 years of age ],tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;year;similar recreational;age;doll;kind;accessory,punchball;toy ball;inflatable toy;balloon;rubber
1261,1261,1261,9503.00.00.73,4,3 to 12 years of age,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ] && [ 3 to 12 years of age ],tricycles;similar wheeled;recreational model;âchildrenê¼s productsë;scooter;âscaleë ®;use;work;dollsê¼ carriage;wheeled toy;pedal car;person;define;u.s.c;puzzle;scale;importer;label;â§;year;similar recreational;age;doll;kind;accessory,punchball;toy ball;inflatable toy;balloon;rubber
1262,1262,1262,9503.00.00.90,1,Other,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ ![ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] ] ],pedal car;tricycles;similar recreational;similar wheeled;recreational model;doll;kind;puzzle;scale;scooter;wheeled toy;âscaleë ®;accessory;work;dollsê¼ carriage,define;u.s.c;â§;âchildrenê¼s productsë
1263,1263,1263,9504,0,Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;billiard;parlor game;alley equipment;automatic bowling;video game;accessory,
1264,1264,1264,9504.20,1,Articles && accessories for billiards of all kinds,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;kind;billiard;articles;parlor game;alley equipment;automatic bowling;video game;accessory,
1265,1265,1265,9504.20.20.00,2,Balls,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Balls ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;balls;kind;billiard;articles;parlor game;alley equipment;automatic bowling;video game;accessory,
1266,1266,1266,9504.20.40.00,2,Chalk,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Chalk ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;kind;billiard;articles;parlor game;alley equipment;automatic bowling;video game;accessory,
1267,1267,1267,9504.20.60.00,2,Tables,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Tables ],game console;bagatelle;article;casino game;arcade;special table;table;pinball machine;bowling alley;kind;billiard;articles;parlor game;alley equipment;automatic bowling;video game;accessory,
1268,1268,1268,9504.20.80.00,2,Other &&  including parts && accessories,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Other &&  including parts && accessories ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;kind;billiard;articles;parlor game;alley equipment;automatic bowling;video game;accessory,
1269,1269,1269,9504.30.00,1,Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,
1270,1270,1270,9504.30.00.10,2,Video,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ Video ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;video;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,
1271,1271,1271,,2,Other,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,video
1272,1272,1272,,3,Games,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;games;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,video
1273,1273,1273,9504.30.00.20,4,Pinball machines && bell-type machines && consoles,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ] && [ Pinball machines && bell-type machines && consoles ],casino game;coin;pinball machine;alley equipment;bank card;bell;game;console;parlor game;video game;game console;bagatelle;games;bowling alley;payment;billiard;mean;automatic bowling;article;special table;arcade;type machine;accessory,video
1274,1274,1274,9504.30.00.40,4,Other,,[ [ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ] && [ ![ Pinball machines && bell-type machines && consoles ] ] ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;games;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,type machine;video;bell;console;pinball machine
1275,1275,1275,9504.30.00.60,3,Parts && accessories,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Parts && accessories ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;parts;bowling alley;game;payment;billiard;parlor game;mean;alley equipment;automatic bowling;video game;accessory;bank card,video
1276,1276,1276,9504.40.00.00,1,Playing cards,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Playing cards ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;card;bowling alley;billiard;parlor game;alley equipment;automatic bowling;video game;accessory,
1277,1277,1277,9504.50.00.00,1,Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;subhead;billiard;parlor game;alley equipment;automatic bowling;machine;video game;accessory,
1278,1278,1278,9504.90,1,Other,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof ] && ![ Playing cards ] && ![ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && ![ Articles && accessories for billiards of all kinds ] ] ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;billiard;parlor game;alley equipment;automatic bowling;video game;accessory,game console;article;coin;card;game;subhead;bowling alley;kind;payment;billiard;mean;alley equipment;automatic bowling;machine;video game;accessory;bank card
1279,1279,1279,9504.90.40.00,2,Game machines &&  other than those operated by coins &&  banknotes (paper currency) &&  discs or similar articles; parts && accessories thereof,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof ] && ![ Playing cards ] && ![ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && ![ Articles && accessories for billiards of all kinds ] ] ] && [ Game machines &&  other than those operated by coins &&  banknotes (paper currency) &&  discs or similar articles; parts && accessories thereof ],game console;bagatelle;article;casino game;arcade;special table;coin;pinball machine;disc;game machine;bowling alley;similar article;billiard;parlor game;alley equipment;automatic bowling;video game;accessory;paper currency,game console;article;coin;card;game;subhead;bowling alley;kind;payment;billiard;mean;alley equipment;automatic bowling;machine;video game;accessory;bank card
1280,1280,1280,,2,Other,,[ [ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof ] && ![ Playing cards ] && ![ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && ![ Articles && accessories for billiards of all kinds ] ] ] && [ ![ Game machines &&  other than those operated by coins &&  banknotes (paper currency) &&  discs or similar articles; parts && accessories thereof ] ] ],game console;bagatelle;article;casino game;arcade;special table;pinball machine;bowling alley;billiard;parlor game;alley equipment;automatic bowling;video game;accessory,game console;game machine;article;coin;disc;card;game;subhead;bowling alley;kind;payment;billiard;similar article;mean;alley equipment;automatic bowling;machine;video game;accessory;paper currency;bank card
1281,1281,1281,9504.90.60.00,3,Chess &&  checkers &&  parchisi &&  backgammon &&  darts && other games played on boards of a special design &&  all the foregoing games && parts there of (including their boards); mah-jong && dominoes; any of the foregoing games in combination with each other &&  or with other games &&  packaged together as a unit in immediate containers of a type used in retail sales; poker chips && dice,,[ [ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof ] && ![ Playing cards ] && ![ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && ![ Articles && accessories for billiards of all kinds ] ] ] && [ ![ Game machines &&  other than those operated by coins &&  banknotes (paper currency) &&  discs or similar articles; parts && accessories thereof ] ] ] && [ Chess &&  checkers &&  parchisi &&  backgammon &&  darts && other games played on boards of a special design &&  all the foregoing games && parts there of (including their boards); mah-jong && dominoes; any of the foregoing games in combination with each other &&  or with other games &&  packaged together as a unit in immediate containers of a type used in retail sales; poker chips && dice ],casino game;pinball machine;backgammon;board;combination;alley equipment;retail sale;package;dart;parlor game;game play;domino;immediate container;video game;game console;bagatelle;poker chip;type use;bowling alley;billiard;automatic bowling;unit;checker;parchisi;mah;article;special table;arcade;dice;foregoing game;chess;accessory;special design;jong,game console;game machine;article;coin;disc;card;game;subhead;bowling alley;kind;payment;billiard;similar article;mean;alley equipment;automatic bowling;machine;video game;accessory;paper currency;bank card
