Clibadium alatum
Erysimum kykkoticum
Sterculia socotrana
Ophrys insectifera
Prunus subglabra
Semecarpus gardneri
Foetidia delphinensis
Enicosanthum praestigiosum
Miconia longisetosa
Nectandra matogrossensis
Betula grossa
Magnolia elegantifolia
Stachys debilis
Matelea chimboracensis
Dalea humifosa
Macrozamia viridis
Pancheria rubrivenia
Commiphora pseudopaolii
Ravenia peruviana
Lepidagathis perrieri
Epiphyllum grandilobum
Astragalus tremolsianus
Lythrum salicaria
Narcissus bugei
Phyllanthus burundiensis
Styrax tafelbergensis
Iris pseudacorus
Syzygium bourdillonii
Shorea quadrinervis
Schefflera apioidea
Vepris unifoliolata
Petrocosmea formosa
Scaevola chanii
Bosea yervamora
Anarrhinum pubescens
Epiphyllum anguliger
Aphanamixis cumingiana
Malpighia obtusifolia
Sorbus spectans
Sorbus magocsyana
Acmopyle sahniana
Pterospermum menglunense
Nectandra hypoleuca
Alchemilla fischeri
Arrojadoa rhodantha
Eugenia nicholsii
Dicliptera latibracteata
Bartlettina campii
Balaka macrocarpa
Gustavia fosteri
Mutisia lehmannii
Tovomita weberbaueri
Reevesia rotundifolia
Anchusa crispa
Camellia tuberculata
Hyphaene guineensis
Opuntia aurantiaca
Picea asperata
Plantago algarbiensis
Arthrocereus glaziovii
Serapias stenopetala
Amorphophallus verticillatus
Miconia monzoniensis
Mikania broadwayi
Picramnia bullata
Dypsis lantzeana
Kostermanthus malayus
Montia biapiculata
Aspalathus glabrescens
Ribes austroecuadorense
Tabebuia striata
Campanula songutica
Phragmipedium warszewiczianum
Syncolostemon oritrephes
Zamia muricata
Eremospatha dransfieldii
Ocotea uxpanapana
Pinus koraiensis
Tsuga diversifolia
Mammillaria armillata
Stachys bayburtensis
Osmunda regalis
Brunellia zamorensis
Digitaria sacculata
Echinocereus metornii
Canarium asperum
Isatis platyloba
Paphiopedilum glaucophyllum
Schlumbergera orssichiana
Senecio arborescens
Cyanea superba
Micropholis brochidodroma
Zygogynum cristatum
Aloe ankoberensis
Isolona pilosa
Oenanthe conioides
Critoniopsis harlingii
Cupheanthus microphyllus
Syzygium umbrosum
Campylotropis argentea
Betula zinserlingii
Aiphanes grandis
Verbesina saloyensis
Campnosperma seychellarum
Chamaecyparis pisifera
Gagea cossoniana
Magnolia calophylloides
Colubrina hondurensis
Petalostylis labicheoides
Astragalus alamliensis
Sorbus madoniensis
Vepris drummondii
Knema glauca
Magnolia argyrothricha
Memecylon bequaertii
Psychotria trichocalyx
Terminalia ivorensis
Schizymenia ecuadoreana
Stevia bertholdii
Mollinedia lamprophylla
Acropogon jaffrei
Huperzia loxensis
Triclisia lanceolata
Humularia anceps
Shorea micans
Macrocnemum pilosinervium
Uvaria faulknerae
Cybianthus pittieri
Mammillaria microhelia
Monnina pseudoaestuans
Dypsis pumila
Anthemis glaberrima
Faramea angusta
Aglaia spectabilis
Annona asplundiana
Chrysophyllum superbum
Enicosanthum macranthum
Pogostemon crassicaulis
Pentacalia hurtadoi
Symplocos oligandra
Aporusa lanceolata
Testulea gabonensis
Cynanchum longecalicinum
Phaseolus harmsianus
Teucrium lepicephalum
Thuja plicata
Shorea johorensis
Utricularia albocaerulea
Dypsis arenarum
Quercus cerrioides
Engelhardtia mendalomensis
Quercus germana
Strychnos benthami
Cadaba insularis
Lellingeria paucipinnata
Pentacalia napoensis
Metaporana obtusa
Microlepia fadenii
Pritchardia flynnii
Sterculia schliebenii
Piper amalago
Loropetalum subcordatum
Parathesis congesta
Schefflera procumbens
Glochidion sisparense
Kirengeshoma palmata
Bomarea chimborazensis
Marsilea quadrifolia
Nectandra impressa
Pearcea rhodotricha
Raphia palma-pinus
Huilaea occidentalis
Sorbus leyana
Rinorea convallarioides
Monanthotaxis dictyoneura
Dennstaedtia tryoniana
Cycas seemannii
Myristica polyantha
Trochetiopsis melanoxylon
Hemarthria altissima
Astronium urundeuva
Ipomoea pulcherrima
Livistona tonkinensis
Macrozamia serpentina
Cynoglossum imeretinum
Myosotis atlantica
Pteleopsis tetraptera
Dioscorea brownii
Pouteria pubescens
Tephrosia subaphylla
Euphorbia socotrana
Astragalus cytisoides
Ditaxis macrantha
Eugenia abbreviata
Acropogon merytifolius
Euplassa occidentalis
Liparis miniata
Dypsis cookei
Psychotria macrocarpa
Paeonia officinalis
Sanguisorba officinalis
Hopea recopei
Alyssum pintodasilvae
Amphiroa galapagensis
Spiraea cana
Manilkara multifida
Crinum malabaricum
Balaka diffusa
Androcorys oxysepalus
Nothocestrum latifolium
Acianthera malachantha
Bulbophyllum pandanetorum
Gymnocalycium albiareolatum
Guioa hospita
Habenaria nigrescens
Opuntia rufida
Mollinedia ruae
Citharexylum gentryi
Platanus kerrii
Euphorbia boinensis
Swainsona recta
Anthoceros neesii
Basselinia deplanchei
Mimosa domingensis
Cyperus laevigatus
Actinodaphne salicina
Sinapidendron angustifolium
Gnetum loerzingii
Aponogeton longiplumulosus
Embelia libeniana
Coffea stenophylla
Macaranga paxii
Peperomia graveolens
Shorea platyclados
Magnolia lotungensis
Tetraclinis articulata
Aframomum angustifolium
Echinopsis glauca
Anthurium camposii
Aetheolaena lingulata
Garcinia rubro-echinata
Sinojackia dolichocarpa
Ryparosa scortechinii
Bulbostylis trabeculata
Gagea heldreichii
Crataegus darvasica
Coleocephalocereus uebelmanniorum
Dialyceras coriaceum
Diospyros korupensis
Lessertia pappeana
Sorbus pseudolatifolia
Curcuma ornata
Canarium sarawakanum
Halocarpus bidwillii
Rhopalocarpus alternifolius
Chrysophyllum flexuosum
Iryanthera campinae
Ophrestia lyallii
Verbascum litigiosum
Aiouea bracteata
Centella obtriangularis
Visnea mocanera
Picris willkommii
Pentacalia zamorana
Dicranopygium campii
Alchemilla bursensis
Viola oahuensis
Rhopalocarpus undulatus
Cumulopuntia sphaerica
Cephalotaxus lanceolata
Miconia castrensis
Magnolia mayae
Pinus yunnanensis
Coussarea klugii
Sorbus remensis
Hygrophila borellii
Pandanus rabaiensis
Palaquium pauciflorum
Anneslea fragrans
Schiedea hookeri
Euphorbia stygiana
Geniostoma umbellatum
Cinnamomum perrottetii
Conostegia grisebachii
Glochidion tomentosum
Memecylon elegantulum
Blepharis refracta
Oreopanax jelskii
Knema stellata
Astrophytum ornatum
Eleutherococcus brachypus
Liabum barclayae
Balaka microcarpa
Persea glabriramea
Genyorchis macrantha
Ochna angustata
Carex glareosa
Myristica frugifera
Halophila hawaiiana
Amygdalus mira
Browneopsis macrofoliolata
Ischaemum vembanadense
Neobenthamia gracilis
Malus orientalis
Canavalia pubescens
Echinopsis walteri
Struthanthus lojae
Calyptranthes ekmanii
Diplandrorchis sinica
Macrozamia stenomera
Gymnosporia bachmannii
Prestonia rotundifolia
Sorbus subarranensis
Cycas schumanniana
Monanthotaxis discrepantinervia
Neea darienensis
Melocactus lanssensianus
Quararibea dolichosiphon
Sorbus subdanubialis
Glochidion pauciflorum
Quercus cedrosensis
Cupania mollis
Euphrasia marchesettii
Psephellus fajvuschii
Turnera hindsiana
Zamia elegantissima
Dysoxylum palawanensis
Secamone schimperiana
Parodia nothorauschii
Justicia callopsoidea
Camellia huana
Krokia pilotoana
Xolocotzia asperifolia
Anthurium silanchense
Xyris andina
Pouteria butyrocarpa
Echinopsis thelegonoides
Nepenthes talangensis
Geissois trifoliolata
Grusonia robertsii
Notylia inversa
Microchilus schultesianus
Kokoona longifolia
Magnolia tiepii
Knema amoena
Schoenoplectiella perrieri
Baldellia alpestris
Guioa truncata
Anacyclus pyrethrum
Davidia vilmoriniana
Medusagyne oppositifolia
Polygala galapageia
Styrax ferax
Dioscorea nako
Knema stylosa
Psychotria grandiflora
Acronychia porteri
Corylus potaninii
Dicliptera nilotica
Angraecum spectabile
Pfeiffera asuntapatensis
Solanecio gynuroides
Ravenea xerophila
Strychnos staudtii
Dipteronia dyeriana
Xylosma pachyphyllum
Euphorbia exilispina
Phyllanthus papillosus
Juniperus thurifera
Phalaenopsis violacea
Melocactus conoideus
Casearia tinifolia
Pediomelum aromaticum
Dubautia microcephala
Pouteria calistophylla
Quercus falcata
Aniseia martinicensis
Opuntia ficus-indica
Paphiopedilum charlesworthii
Trochetiopsis ebenus
Erythrina megistophylla
Aspidostemon antongilensis
Knema muscosa
Antirrhinum charidemi
Vanda spathulata
Memecylon gardneri
Sabicea pyramidalis
Aponogeton robinsonii
Crotalaria androyensis
Indigofera acanthinocarpa
Astracantha oltensis
Coryphantha kracikii
Buxus obtusifolia
Cypripedium forrestii
Geniostoma rarotongensis
Cyathea crinita
Kokia cookei
Phyllanthus caesiifolius
Cordia sebestena
Aponogeton tenuispicatus
Indigofera emmae
Aglaia luzoniensis
Miconia conformis
Colvillea racemosa
Cylindropuntia rosea
Garcinia wightii
Mangifera blommesteinii
Santalum macgregorii
Spirotecoma holguinensis
Anneslea lanceolata
Poa siphonoglossa
Trichoscypha engong
Chaetocarpus coriaceus
Cousinia takhtajanii
Bauhinia loeseneriana
Camellia pubipetala
Anthurium fuscopunctatum
Lepidagathis madagascariensis
Damrongia fulva
Myrceugenia campestris
Saxifraga portosanctana
Ballochia atro-virgata
Berula bracteata
Malus crescimannoi
Pitcairnia violascens
Cenchrus purpureus
Clibadium rhytidophyllum
Cycas ferruginea
Euphorbia mahafalensis
Weinmannia spiraeoides
Blotiella coriacea
Euphorbia itampolensis
Hylocereus minutiflorus
Sophora gypsophila
Alyssum artvinense
Zygophyllum kaschgaricum
Myrcia sessiliflora
Cincinnobotrys letouzeyi
Pentarrhinum ledermannii
Cyathochaeta diandra
Persea ruizii
Argocoffeopsis lemblinii
Habenaria mairei
Cuatresia harlingiana
Eleocharis palustris
Cordeauxia edulis
Nodonema lineatum
Rollinia pickelii
Solanum pyracanthos
Acanthochlamys bracteata
Mayna pubescens
Sorbus scannelliana
Coffea gallienii
Bonnetia chimantensis
Buchenavia hoehneana
Froelichia nudicaulis
Magnolia inbioana
Quararibea yunckeri
Diplokeleba herzogi
Encephalartos eugene-maraisii
Lastreopsis subrecedens
Commelina erecta
Shorea guiso
Dypsis acaulis
Gamochaeta antarctica
Xyris exigua
Microtropis sarawakensis
Bactris longiseta
Stemonoporus marginalis
Paphiopedilum godefroyae
Asplenium ascensionis
Thismia melanomitra
Aphelandra dodsonii
Miconia setulosa
Kopsia tenuis
Bomarea hartwegii
Casearia williamsiana
Cycas circinalis
Gyrocaryum oppositifolium
Orthosiphon ruber
Triticum aestivum
Tulipa akamasica
Convolvulus lopezsocasii
Cotoneaster kullensis
Bulbophyllum erythroglossum
Ambuchanania leucobryoides
Torreya californica
Helichrysum glandulosum
Miconia nasella
Sorbus avonensis
Sorbus decipientiformis
Escobaria robbinsorum
Osmoxylon arrhenicum
Bomarea ceratophora
Calophaca soongorica
Copiapoa decorticans
Habenaria villosa
Coffea mapiana
Iris falcata
Tetrazygia albicans
Paphiopedilum gratrixianum
Vicia erzurumica
Coffea alleizettii
Trigonella falcata
Phyllanthus caymanensis
Nesaea aurita
Brownlowia tersa
Cola nigerica
Paphiopedilum sugiyamanum
Pinus eldarica
Huberodendron patinoi
Carum grossheimii
Thyrsosalacia racemosa
Agelanthus rondensis
Asarum trinacriforme
Dendriopoterium pulidoi
Magnolia angustioblonga
Memecylon rotundatum
Nesaea longifolia
Hymenophyllum brachypus
Freycinetia lenifolia
Isoetes acadiensis
Phagnalon melanoleucum
Khaya senegalensis
Syzygium courtallense
Isoetes delilei
Calliandra paniculata
Centropogon llanganatensis
Sorbus eminentiformis
Marsilea minuta
Miconia gibba
Ilex jamaicana
Hopea ponga
Elatostema subfavosum
Saurauia latipetala
Sinapidendron rupestre
Aeollanthus saxatilis
Calliandra comosa
Coleocephalocereus diersianus
Pyrenaria buisanensis
Oenanthe pimpinelloides
Epipactis hyblaea
Aglaia vitiensis
Drymonia chiribogana
Eriochloa procera
Polyalthia tanganyikensis
Pyrenacantha cordicula
Hymenodictyon berivotrense
Hymenodictyon madagascaricum
Picea orientalis
Pitcairnia oranensis
Dypsis lastelliana
Lithocarpus platycarpus
Myristica dasycarpa
Polyscias sechellarum
Acer microcarpum
Leptocereus leonii
Micropyropsis tuberosa
Guzmania dalstroemii
Cypripedium wardii
Iris odaesanensis
Cinnamomum mathewsii
Ocotea raimondii
Saccopetalum prolificum
Henriettea punctata
Cirsium balkharicum
Guzmania inexpectata
Ravenea hildebrandtii
Trichomanes paucisorum
Prunus lusitanica
Elaeocarpus coriaceus
Turbinicarpus gielsdorfianus
Paraboea argentea
Synsepalum glycydora
Garcinia decussata
Opuntia macrorhiza
Parodia columnaris
Sorbus buekkensis
Gymnostachyum kwangsiense
Myrcia neoimperfecta
Manettia skutchii
Thesium lewallei
Prunus jaquemontii
Critoniopsis dorrii
Aglaia parviflora
Allium callimischon
Alnus cordata
Vittaria schliebenii
Aeranthes antennophora
Cunonia rotundifolia
Ischaemum sp.
Pittosporum gomonenense
Bulbophyllum rubrolabellum
Hunteria ghanensis
Melodinus axillaris
Sorbus legrei
Xylopia flexuosa
Diastema incisum
Scleria robinsoniana
Lysimachia nummularifolia
Montia fontana
Shorea obtusa
Miconia pailasana
Knema hirtella
Bellis bernardii
Haplolobus beccarii
Manilkara bolivarensis
Stephanodaphne cuspidata
Veronica transcaucasica
Xylosma glaberrimum
Anthurium tenuispica
Berberis xanthophloea
Euphorbia banae
Anonidium usambarense
Encephalartos ngoyanus
Bidens molokaiensis
Sorbus margaretae
Livistona carinensis
Betula pendula
Cola reticulata
Erythrina hazomboay
Euphorbia brachyphylla
Annona ekmanii
Limnocitrus littoralis
Plectranthus dissitiflorus
Ziziphus robertsoniana
Tillandsia zarumensis
Miconia ledifolia
Piliocalyx eugenioides
Globularia amygdalifolia
Hoya pandurata
Sisymbrium cavanillesianum
Miconia littlei
Eleutherococcus stenophyllus
Vitex keniensis
Mimosa brachystachya
Calliandra tumbeziana
Cephalanthera cucullata
Lithophyllum amplostratum
Macaranga mauritiana
Stachys sosnowskyi
Machaonia woodburyana
Dypsis coriacea
Euroschinus aoupiniensis
Copiapoa fiedleriana
Peddiea kivuensis
Cunonia rupicola
Aoranthe penduliflora
Adenia kigogoensis
Pentapanax castanopsisicola
Scalesia darwinii
Picea pungens
Drypetes mrimae
Paphiopedilum acmodontum
Podandrogyne jamesonii
Buxus arborea
Syagrus glaucescens
Astrophytum myriostigma
Zingiber ligulatum
Myrsine tahuatensis
Aristolochia utriformis
Mammillaria supertexta
Paropsia braunii
Verbascum cystolithicum
Prunus padus
Zostera caulescens
Asteropeia matrambody
Juniperus virginiana
Racinaea euryelytra
Cycas simplicipinna
Paphiopedilum villosum
Abies phanerolepis
Aulacocalyx pallens
Englerina drummondii
Weinmannia parviflora
Anathallis tigridens
Daphnopsis macrophylla
Physalis mcvaughii
Agelanthus igneus
Antherotoma clandestina
Vantanea magdalenensis
Neoregelia seideliana
Crinum campanulatum
Oritrophium tergoalbum
Pleioceras orientale
Pseudobombax guayasense
Brachyotum harlingii
Chamaecyparis thyoides
Schinus longifolius
Tillandsia polyantha
Eragrostis pseudopoa
Cunninghamia konishii
Podocarpus micropedunculatus
Dracaena ombet
Filipendula ulmaria
Abies grandis
Wahlenbergia angustifolia
Pentacalia gibbiflora
Acorus gramineus
Centropogon cazaletii
Eugenia rostadonis
Ruppia filifolia
Callitriche mathezii
Eremospatha cabrae
Encephalartos arenarius
Cortaderia turbaria
Sambucus nigra
Helicia insularis
Euphorbia grossheimii
Calatola columbiana
Rhipsalis agudoensis
Coffea leonimontana
Dorstenia bicaudata
Ranunculus vermirrhizus
Euphorbia enterophora
Acropogon bullatus
Guioa oligotricha
Aloe boscawenii
Hypolytrum pseudomapanioides
Pinus armandii
Aglaia macrocarpa
Myrcia pentagona
Oreocharis hirsuta
Schoenoplectus lacustris
Sorbus anglica
Halophila decipiens
Anthurium latemarginatum
Tsuga caroliniana
Acropogon paagoumenensis
Pinus virginiana
Stenospermation gracile
Hydrilla verticillata
Ornithogalum broteroi
Hildegardia perrieri
Stenospermation hilligii
Podocarpus oleifolius
Discocactus petr-halfari
Geranium chimborazense
Amoora dasyclada
Tylostigma madagascariense
Pinus peuce
Diospyros blumutensis
Takakia ceratophylla
Topobea asplundii
Echinocereus pentalophus
Ethulia burundiensis
Ormocarpum schliebenii
Rosa sjunikii
Pimenta ozua
Daucus halophilus
Glochidion chodoense
Melocactus stramineus
Pittosporum silamense
Sorocea guilleminiana
Ficus blepharophylla
Launaea picridioides
Tridactyle minuta
Psychotria clarendonensis
Nautilocalyx vinosus
Araucaria luxurians
Hampea montebellensis
Oreopanax avicenniifolius
Convolvulus argyrothamnos
Capparis sandwichiana
Alphonsea hainanensis
Encholirium luxor
Greenwayodendron suaveolens
Oncodostigma hainanense
Ceratozamia latifolia
Sphaeranthus samburuensis
Guarea sphenophylla
Microcycas calocoma
Guaiacum coulteri
Nectandra matudai
Horsfieldia talaudensis
Shorea gratissima
Culcasia orientalis
Oxalis dines
Cupaniopsis bullata
Shorea curtisii
Rollinia bahiensis
Typhonium penicillatum
Bunchosia linearifolia
Campanula kachethica
Cousinia gabrieljaniae
Impatiens grandisepala
Potentilla seidlitziana
Gymnocarpos bracteatus
Antidesma subolivaceum
Iris pseudopumila
Aphanamixis polystachya
Ilex pauciflora
Isachne veldkampii
Dypsis elegans
Litsea nemoralis
Pultenaea villifera
Atuna cordata
Miconia villonacensis
Copiapoa humilis
Cyrtandra subumbellata
Pilosocereus frewenii
Cupressus macnabiana
Chionanthus caymanensis
Dioscorea orangeana
Palicourea anianguana
Diospyros thwaitesii
Cupaniopsis squamosa
Peperomia pachystachya
Heterospathe phillipsii
Carex lenticularis
Magnolia talamancana
Cycas macrocarpa
Magnolia albosericea
Myristica rimosa
Thymus vulgaris
Psoralea arborea
Ludwigia palustris
Quercus robusta
Anthurium psilostachyum
Bulbophyllum coweniorum
Asplenium rukararense
Echinopsis atacamensis
Miconia dapsiliflora
Austromyrtus horizontalis
Dyera costulata
Tabernaemontana ochroleuca
Eucharis astrophiala
Gasteranthus mutabilis
Paphiopedilum helenae
Tessmannianthus gordonii
Cousinia woronowii
Physalis tehuacanensis
Juncus striatus
Omphalodes kusnetzovii
Scorzonera kozlowskyi
Sorbus pyricarpa
Hydrastis canadensis
Nepenthes macfarlanei
Chamaedorea plumosa
Aloe welmelensis
Pandanus tectorius
Potamogeton obtusifolius
Podocarpus teysmannii
Scaevola socotraensis
Schefflera harmsii
Carum komarovii
Dalzellia ubonensis
Sebastiania alpina
Turraea mombassana
Weinmannia dryadifolia
Commelina bella
Knema arenosa
Eriocaulon mbalensis
Xylosma palawanense
Encephalartos paucidentatus
Calophyllum waliense
Ostryocarpus zenkerianus
Dioscorea wightii
Melocactus lemairei
Boscia arabica
Aegiphila monstrosa
Dendrophthora capillaris
Dypsis nodifera
Callitris rhomboidea
Viscum littorum
Glycosmis crassifolia
Hopea ferruginea
Actinidia vitifolia
Cotylelobium lanceolatum
Dipterocarpus kunstleri
Schlumbergera russelliana
Ocotea puberula
Dactylorhiza elata
Siccobaccatus insigniflorus
Quararibea pendula
Gentianella androsacea
Pyrus hajastana
Rorippa austriaca
Amentotaxus assamica
Sorbus milensis
Leptocereus quadricostatus
Anthurium auritum
Calophyllum brassii
Tibouchina gleasoniana
Allium corsicum
Hedychium glabrum
Maillardia pendula
Paphiopedilum stonei
Vatica flavovirens
Melicope mucronulata
Ledermanniella onanae
Prunus canescens
Cycas micronesica
Eriolaena lushingtonii
Turnera triglandulosa
Justicia itatiaiensis
Astragalus tscharynensis
Diplazium vesiculosum
Miconia cutucuensis
Phragmipedium besseae
Commiphora alata
Symplocos lugubris
Zamia fairchildiana
Juniperus deppeana
Ocotea porosa
Brasilicereus markgrafii
Miconia stenophylla
Magnolia jardinensis
Thuja koraiensis
Habenaria richardsiae
Cratoxylum maingayi
Echinopsis angelesiae
Sorbus pseudovertesensis
Vernonia sechellensis
Romulea aquatica
Xylosma inaequinervium
Leptoderris ledermannii
Cinnamomum heyneanum
Blechnum floresii
Cuviera schliebenii
Shorea farinosa
Aglaia tenuicaulis
Cupania riopalenquensis
Erodium sosnowskianum
