iucn_status_code,genus,species,common_names
DD,Helianthus,deserticola,dune sunflower;desert sunflower
DD,Helianthus,deserticola,desert sunflower;desert sunflower
LC,Helianthus,divaricatus,rough sunfower;woodland sunflower
LC,Helianthus,divaricatus,woodland sunflower;woodland sunflower
LC,Helianthus,divaricatus,spreading sunflower;woodland sunflower
LC,Helianthus,divaricatus,;woodland sunflower
LC,Helianthus,divaricatus,divergent sunflower;woodland sunflower
NT,Helianthus,exilis,serpentine sunflower;serpentine sunflower
LC,Helianthus,giganteus,;giant sunflower
LC,Helianthus,giganteus,tall sunflower;giant sunflower
LC,Helianthus,giganteus,giant sunflower;giant sunflower
LC,Helianthus,grosseserratus,sawtooth sunflower;sawtooth sunflower
LC,Helianthus,maximiliani,maximilian's sunflower;maximilian's sunflower
LC,Helianthus,maximiliani,;maximilian's sunflower
DD,Helianthus,neglectus,neglected sunflower;neglected sunflower
DD,Helianthus,niveus,snowy sunflower;snowy sunflower
LC,Helianthus,nuttallii,nuttall's sunflower;nuttall's sunflower
LC,Helianthus,paradoxus,pecos sunflower;paradoxical sunflower
LC,Helianthus,paradoxus,paradoxical sunflower;paradoxical sunflower
LC,Helianthus,pauciflorus,stiff sunflower;stiff sunflower
LC,Helianthus,petiolaris,prarie sunflower;deceptive sunflower
LC,Helianthus,petiolaris,plains sunflower;deceptive sunflower
LC,Helianthus,petiolaris,lesser sunflower;deceptive sunflower
LC,Helianthus,petiolaris,petioled sunflower;deceptive sunflower
LC,Helianthus,petiolaris,deceptive sunflower;deceptive sunflower
LC,Helianthus,praecox,texas sunflower;texas sunflower
LC,Helianthus,resinosus,resin-dot sunflower;resin-dot sunflower
LC,Helianthus,salicifolius,willowleaf sunflower;willowleaf sunflower
LC,Helianthus,silphioides,rosinweed sunflower;odorous sunflower
LC,Helianthus,silphioides,odorous sunflower;odorous sunflower
LC,Helianthus,tuberosus,jerusalem-artichoke;jerusalem-artichoke
DD,Cucurbita,okeechobeensis,calabacilla de monte;okeechobee gourd
DD,Cucurbita,okeechobeensis,morchete;okeechobee gourd
DD,Cucurbita,okeechobeensis,marten gourd;okeechobee gourd
DD,Cucurbita,okeechobeensis,okeechobee gourd;okeechobee gourd
DD,Cucurbita,okeechobeensis,indian pumpkin;okeechobee gourd
DD,Cucurbita,okeechobeensis,calabacilla;okeechobee gourd
EN,Stylochaeton,pilosus,
LC,Opuntia,galapageia,;galápagos prickly pear
LC,Tamarix,ramosissima,
LC,Avena,abyssinica,ethiopian oat;ethiopian oat
DD,Avena,strigosa,sand oat;sand oat
DD,Avena,strigosa,black oat;sand oat
LC,Eleusine,africana,wild african finger millet;wild african finger millet
LC,Eleusine,floccifolia,
DD,Eleusine,intermedia,
DD,Eleusine,kigeziensis,
LC,Eleusine,tristachya,
NT,Hordeum,arizonicum,arizona barley;arizona barley
NT,Hordeum,arizonicum,arizonakorn;arizona barley
LC,Hordeum,brachyantherum,california barley;california barley
LC,Hordeum,brachyantherum,;california barley
LC,Hordeum,brachyantherum,kaliforniakorn;california barley
LC,Hordeum,brachyantherum,;california barley
LC,Hordeum,brachyantherum,meadow barley;california barley
LC,Hordeum,brachyantherum,northern barley;california barley
LC,Hordeum,capense,
LC,Hordeum,chilense,
LC,Hordeum,comosum,
DD,Hordeum,cordobense,cordobakorn
LC,Hordeum,depressum,low barley;low barley
NT,Hordeum,erectifolium,
LC,Hordeum,euclaston,argentine barley;argentine barley
LC,Hordeum,euclaston,pampaskorn;argentine barley
LC,Hordeum,flexuosum,
LC,Hordeum,fuegianum,
NT,Hordeum,guatemalense,
LC,Hordeum,halophilum,
LC,Hordeum,jubatum,cevada-rabo-de-raposa;foxtail barley
LC,Hordeum,jubatum,cevada-de-jardim;foxtail barley
LC,Hordeum,jubatum,ekorrkorn;foxtail barley
LC,Hordeum,jubatum,;foxtail barley
LC,Hordeum,jubatum,;foxtail barley
LC,Hordeum,jubatum,foxtail barley;foxtail barley
LC,Hordeum,lechleri,
LC,Hordeum,parodii,
LC,Hordeum,patagonicum,
DD,Hordeum,procerum,
LC,Hordeum,pubiflorum,antarctic barley;antarctic barley
LC,Hordeum,pubiflorum,eldslandskorn;antarctic barley
LC,Hordeum,pusillum,;little barley
LC,Hordeum,pusillum,little barley;little barley
LC,Hordeum,roshevitzii,
LC,Hordeum,stenostachys,
LC,Hordeum,tetraploidum,
LC,Oryza,australiensis,australian rice;australian rice
LC,Oryza,longistaminata,red rice;red rice
LC,Oryza,minuta,
LC,Oryza,punctata,red rice;red rice
LC,Oryza,punctata,arroz-selvagem;red rice
LC,Oryza,ridleyi,
CR,Tarenna,hutchinsonii,
EN,Marsdenia,exellii,
EN,Raphionacme,caerulea,
EN,Plectranthus,linearifolius,fanguiema souillie
CR,Eligmocarpus,cynometroides,mampay
LC,Amaranthus,tuberculatus,
CR,Nepenthes,suratensis,
LC,Acacia,linearifolia,narrow-leaved wattle;narrow-leaved wattle
LC,Acacia,linearifolia,stringybark wattle;narrow-leaved wattle
LC,Acacia,alpina,alpine wattle;alpine wattle
LC,Acacia,longipedunculata,
LC,Acacia,euthyphylla,
LC,Acacia,vincentii,
LC,Acacia,resinicostata,
LC,Acacia,pachyphylla,
LC,Acacia,mitchellii,mitchell's wattle;mitchell's wattle
LC,Acacia,fimbriata,brisbane golden wattle;fringed wattle
LC,Acacia,fimbriata,fringed wattle;fringed wattle
VU,Acacia,auratiflora,orange-flowered wattle;orange-flowered wattle
EN,Acacia,pygmaea,dwarf rock wattle;dwarf rock wattle
LC,Acacia,shirleyi,lancewood;lancewood
LC,Acacia,phlebopetala,
LC,Acacia,graniticola,
LC,Acacia,mitodes,
LC,Acacia,preissiana,
LC,Acacia,cyperophylla,weeping red mulga;red mulga
LC,Acacia,cyperophylla,creekline miniritchi;red mulga
LC,Acacia,cyperophylla,red mulga;red mulga
LC,Acacia,cyperophylla,omeara's red mulga;red mulga
LC,Carmichaelia,uniflora,
LC,Acacia,lanigera,woolly wattle;woolly wattle
LC,Acacia,lanigera,hairy wattle;woolly wattle
EN,Acacia,aprica,blunt wattle;blunt wattle
NT,Acacia,asepala,
NT,Arapatiella,emarginata,arapati
VU,Acacia,aphylla,leafless rock wattle;leafless rock wattle
LC,Acacia,confluens,arkaroola wattle;wyrilda
LC,Acacia,confluens,wyrilda;wyrilda
LC,Panurea,longifolia,
LC,Acacia,hadrophylla,
LC,Acacia,melvillei,yarran;yarran
LC,Acacia,viscidula,sticky wattle;sticky wattle
LC,Tachigali,vulgaris,taxi-branco
LC,Acacia,gracilenta,
LC,Acacia,betchei,red-tip wattle;red-tip wattle
EN,Acacia,imitans,gibson wattle;gibson wattle
LC,Acacia,quornensis,quorn wattle;quorn wattle
LC,Acacia,castanostegia,
LC,Acacia,neurophylla,
LC,Acacia,trineura,three-nerved wattle;three-nerved wattle
LC,Acacia,trineura,green wattle;three-nerved wattle
LC,Genista,sulcitana,ginestra del sulcis
LC,Acacia,formidabilis,
LC,Acacia,pachycarpa,
LC,Acacia,aemula,
LC,Acacia,sericoflora,
LC,Carmichaelia,monroi,stout dwarf broom;stout dwarf broom
LC,Acacia,argyraea,
LC,Acacia,homaloclada,
LC,Acacia,ensifolia,
DD,Dicymbe,froesii,
LC,Acacia,ulicifolia,prickly moses;juniper wattle
LC,Acacia,ulicifolia,juniper wattle;juniper wattle
LC,Acacia,hippuroides,
LC,Acacia,phlebocarpa,table-top wattle;table-top wattle
NT,Plocoglottis,neohibernica,
DD,Glomera,subeciliata,
EN,Vanilla,hartii,vainilla;vainilla
LC,Dendrobium,melinanthum,
LC,Prasophyllum,mimulum,highland leek orchid;highland leek orchid
CR,Oxygyne,shinzatoi,hoshizaki shakujo
LC,Dendrobium,terrestre,
LC,Pterostylis,humilis,
DD,Notylia,inversa,
LC,Glomera,compressa,
NT,Pseudomuscari,coeruleum,
LC,Alexgeorgea,subterranea,
LC,Dendrobium,dissitifolium,
LC,Pedilochilus,papuanus,
LC,Glomera,uniflora,
DD,Bulbophyllum,impar,
LC,Chordifex,dimorphus,
DD,Kuhlhasseltia,papuana,
LC,Porroglossum,muscosum,
DD,Eriocaulon,longipedunculatum,
VU,Opizia,bracteata,
LC,Liparis,petelotii,
NT,Fargesia,ferax,feng shi jian zhu
DD,Octarrhena,torricellensis,
LC,Glyceria,latispicea,
DD,Liparis,miniata,
VU,Curcuma,pseudomontana,hill turmeric;hill turmeric
VU,Curcuma,pseudomontana,kattu manjal;hill turmeric
VU,Curcuma,pseudomontana,kattu manjal;hill turmeric
LC,Habenaria,retroflexa,
EN,Bromelia,nidus-puellae,pinuella;pinuella
CR,Maxillaria,broadwayi,
NT,Pachyplectron,arifolium,
DD,Dendrobium,densifolium,
NT,Masdevallia,oreas,mountain masdevallia;mountain masdevallia
LC,Caladenia,dimorpha,spicy caps;spicy caps
LC,Koeleria,micrathera,
CR,Grandiphyllum,schunkeanum,
VU,Desmocladus,glomeratus,
LC,Festuca,pubiglumis,mao ying yang mao
DD,Merostachys,rondoniensis,
DD,Pleurothallis,elegantula,elegant pleurothallis;elegant pleurothallis
LC,Curcuma,australasica,australian wild turmeric;australian wild turmeric
LC,Curcuma,australasica,cape york lily;australian wild turmeric
LC,Ensete,ventricosum,false banana;abyssinian banana
LC,Ensete,ventricosum,abyssinian banana;abyssinian banana
LC,Ensete,ventricosum,enset;abyssinian banana
LC,Ensete,ventricosum,ethiopian banana;abyssinian banana
LC,Ensete,ventricosum,bananier d'abyssinie;abyssinian banana
LC,Festuca,varia,
LC,Dendrobium,vesiculosum,
LC,Eremurus,bucharicus,
LC,Carex,chinensis,
DD,Eriocaulon,sclerophyllum,
LC,Cheirostylis,bidentata,
LC,Bulbophyllum,leniae,
LC,Bulbophyllum,latisepalum,
LC,Burmannia,foliosa,
LC,Aloe,wildii,
LC,Stelis,tenuilabris,
LC,Habenaria,pleiophylla,
LC,Epidendrum,ramosum,
NT,Telipogon,biolleyi,
NT,Dracaena,curtisii,
DD,Fargesia,exposita,
LC,Eriocaulon,schultzii,
LC,Musa,acuminata,wild banana;wild banana
CR,Tillandsia,yerba-santae,
NT,Anthurium,puberulinervium,
LC,Pleurothallis,carinifera,keeled pleurothallis;keeled pleurothallis
LC,Eurycentrum,atroviride,
LC,Tropidia,saprophytica,
EN,Epidendrum,neudeckeri,
LC,Epidendrum,capricornu,
DD,Burmannia,sphagnoides,
LC,Mapania,enodis,
NT,Freycinetia,lenifolia,
VU,Freycinetia,awaiarensis,
VU,Acanthochlamys,bracteata,
NT,Mnesithea,annua,
EN,Eria,bidupensis,
EN,Eriocaulon,australasicum,austral pipewort;austral pipewort
EN,Eriocaulon,australasicum,southern pipewort;austral pipewort
LC,Dendrobium,poneroides,
EN,Allium,peroninianum,
DD,Glomera,longa,
LC,Anthurium,debilis,
CR,Freycinetia,baueriana,screw palm;mountain rush
CR,Freycinetia,baueriana,palm lily;mountain rush
CR,Freycinetia,baueriana,mountain rush;mountain rush
LC,Freycinetia,tenella,
LC,Eremurus,anisopterus,
LC,Corybas,gastrosiphon,
LC,Freycinetia,robinsonii,
LC,Galeottia,fimbriata,
LC,Freycinetia,bicolor,
DD,Oberonia,mindorensis,
EN,Trichoglottis,tenuis,
LC,Eremurus,robustus,foxtail lily;foxtail lily
DD,Glomera,latipetala,
DD,Taeniophyllum,oblongum,
LC,Macradenia,paraensis,
LC,Epidendrum,syringothyrsus,
LC,Festuca,tatrae,
LC,Zizaniopsis,killipii,
LC,Freycinetia,palawanensis,
LC,Epidendrum,anthoceros,
LC,Prescottia,lojana,
LC,Glomera,oligantha,
LC,Vanda,tessellata,grey orchid;grey orchid
LC,Spathoglottis,petri,
LC,Typha,grossheimii,
LC,Pteroceras,simondianum,
LC,Platylepis,grandiflora,
NT,Dracula,ripleyana,ripley's dracula;ripley's dracula
VU,Dendrochilum,longipedicellatum,
EN,Gomesa,silvana,forest growing oncidium;forest growing oncidium
VU,Psychilis,olivacea,
DD,Cordyline,minutiflora,
LC,Festuca,laxa,
LC,Oncidium,tenuifolium,
EN,Spiranthes,delitescens,madrean ladies'-tresses;canelo hills ladies’-tresses
EN,Spiranthes,delitescens,;canelo hills ladies’-tresses
VU,Vanda,spathulata,
DD,Bulbophyllum,polliculosum,
LC,Paris,forrestii,
DD,Sarcoglottis,veyretiae,
DD,Octomeria,rodeiensis,
LC,Caladenia,radialis,ray-shaped caladenia;drooping spider orchid
LC,Caladenia,radialis,drooping spider orchid;drooping spider orchid
NT,Fargesia,orbiculata,chang yuan qiao jian zhu
LC,Crepidium,quadridens,
DD,Ceratostylis,resiana,
VU,Masdevallia,notosibirica,
DD,Pleurothallis,miniatolineolata,
DD,Phreatia,caudiflora,
EN,Dendrobium,kauldorumii,
DD,Corybas,carinulifer,
DD,Dendrobium,unibulbe,
EN,Brodiaea,pallida,chinese camp brodiaea;chinese camp brodiaea
DD,Epidendrum,dorsocarinatum,
DD,Eria,parviflora,
DD,Aloe,mahraensis,
NT,Freycinetia,cochleatisperma,
DD,Oberonia,irrorata,
NT,Huntleya,vargasii,
DD,Bulbophyllum,globulosum,
EN,Masdevallia,atahualpa,
DD,Lepanthes,applanata,
VU,Brachionidium,diaphanum,
NT,Rhynchospora,rostrata,
LC,Eleocharis,minarum,
LC,Bulbostylis,emmerichiae,
NT,Bulbostylis,lombardii,
LC,Barbarea,plantaginea,
LC,Cardamine,uliginosa,
LC,Eleocharis,argyrolepis,
LC,Sium,sisaroideum,
VU,Linum,katiae,lino di katia
LC,Cypripedium,acaule,mocassin flower;mocassin flower
LC,Cypripedium,acaule,praktguckusko;mocassin flower
LC,Cypripedium,acaule,pink lady's-slipper;mocassin flower
LC,Cypripedium,acaule,;mocassin flower
NT,Cypripedium,arietinum,ram's head lady's slipper;ram's head lady's slipper
VU,Cypripedium,bardolphianum,bardolph's cypripedium;bardolph's cypripedium
VU,Cypripedium,bardolphianum,wu bao shao lan;bardolph's cypripedium
EN,Cypripedium,calcicola,lime loving cypripedium;lime loving cypripedium
EN,Cypripedium,calcicola,he yua shao lan;lime loving cypripedium
EN,Cypripedium,californicum,california lady's slipper;california lady's slipper
VU,Cypripedium,candidum,white lady's slipper;white lady's slipper
VU,Cypripedium,candidum,;white lady's slipper
VU,Cypripedium,cordigerum,heart-shaped lip cypripedium;heart-shaped lip cypripedium
VU,Cypripedium,cordigerum,shakalkal;heart-shaped lip cypripedium
VU,Cypripedium,cordigerum,dyuma;heart-shaped lip cypripedium
VU,Cypripedium,cordigerum,bai chun shao lan;heart-shaped lip cypripedium
VU,Cypripedium,debile,frail cypripedium;frail cypripedium
VU,Cypripedium,debile,dui ye shao lan;frail cypripedium
VU,Cypripedium,debile,ko-atsumori-so;frail cypripedium
EN,Cypripedium,dickinsonianum,dickinson's cypripedium;dickinson's cypripedium
EN,Cypripedium,elegans,elegant cypripedium;elegant cypripedium
EN,Cypripedium,elegans,ya zhi shao lan;elegant cypripedium
VU,Cypripedium,fasciculatum,clustered lady's-slipper;clustered lady's-slipper
VU,Cypripedium,fasciculatum,;clustered lady's-slipper
VU,Cypripedium,flavum,yellow cypripedium;yellow cypripedium
VU,Cypripedium,flavum,huang hua shao lan;yellow cypripedium
EN,Cypripedium,forrestii,forrest's cypripedium;forrest's cypripedium
EN,Cypripedium,forrestii,yu long shao lan;forrest's cypripedium
EN,Cypripedium,himalaicum,himalayan cypripedium;himalayan cypripedium
EN,Cypripedium,himalaicum,gao shan shao lan;himalayan cypripedium
VU,Cypripedium,irapeanum,irapeao cypripedium;irapeao cypripedium
EN,Cypripedium,ludlowii,ludlow's cypripedium;ludlow's cypripedium
EN,Cypripedium,ludlowii,bo mi shao lan;ludlow's cypripedium
LC,Cypripedium,macranthos,da hua shao lan
LC,Cypripedium,macranthos,atsumori-so
EN,Cypripedium,micranthum,small flowered cypripedium;small flowered cypripedium
EN,Cypripedium,micranthum,xiao hua shao lan;small flowered cypripedium
NT,Cypripedium,molle,soft cypripedium;soft cypripedium
VU,Cypripedium,montanum,mountain lady's slipper;mountain lady's slipper
VU,Cypripedium,palangshanense,palangshan cypripedium;palangshan cypripedium
VU,Cypripedium,palangshanense,ba lang shan shao lan;palangshan cypripedium
LC,Cypripedium,parviflorum,american yellow lady's-slipper;american yellow lady's-slipper
LC,Cypripedium,parviflorum,lesser yellow lady's slipper;american yellow lady's-slipper
LC,Cypripedium,parviflorum,;american yellow lady's-slipper
VU,Cypripedium,passerinum,sparrow's-egg lady's-slipper;sparrow's-egg lady's-slipper
VU,Cypripedium,passerinum,;sparrow's-egg lady's-slipper
VU,Cypripedium,passerinum,;sparrow's-egg lady's-slipper
VU,Cypripedium,plectrochilum,spurred-lip cypripedium;spurred-lip cypripedium
VU,Cypripedium,plectrochilum,li e shao lan;spurred-lip cypripedium
VU,Cypripedium,plectrochilum,ram's head lady slipper;spurred-lip cypripedium
LC,Cypripedium,reginae,queen lady's slipper;showy lady's slipper
LC,Cypripedium,reginae,showy lady's slipper;showy lady's slipper
CR,Cypripedium,segawae,bao dao shao lan;segawa's cypripedium
CR,Cypripedium,segawae,segawa's cypripedium;segawa's cypripedium
NT,Cypripedium,shanxiense,shanxi cypripedium;shanxi cypripedium
NT,Cypripedium,shanxiense,shan xi shao lan;shanxi cypripedium
EN,Cypripedium,sichuanense,sichuan cypripedium;sichuan cypripedium
EN,Cypripedium,sichuanense,si chuan shao lan;sichuan cypripedium
EN,Cypripedium,singchii,singchi's cypripedium;singchi's cypripedium
CR,Cypripedium,taibaiense,mt taibai cypripedium;mt taibai cypripedium
CR,Cypripedium,taibaiense,tai bai shao lan;mt taibai cypripedium
LC,Cypripedium,tibeticum,tibetan cypripedium;tibetan cypripedium
LC,Cypripedium,tibeticum,zi zang shao lan;tibetan cypripedium
EN,Cypripedium,wardii,ward's cypripedium;ward's cypripedium
EN,Cypripedium,wardii,kuan kou shao lan;ward's cypripedium
NT,Cypripedium,yatabeanum,kibana-no-atsumori-so;spotted lady's slipper
NT,Cypripedium,yatabeanum,spotted lady's slipper;spotted lady's slipper
NT,Cypripedium,yatabeanum,yatabe's cypripedium;spotted lady's slipper
CR,Mexipedium,xerophyticum,dry-growing mexipedium;dry-growing mexipedium
EN,Paphiopedilum,acmodontum,pointed tooth paphiopedilum;pointed tooth paphiopedilum
EN,Paphiopedilum,appletonianum,juan e dou lan;appleton's paphiopedilum
EN,Paphiopedilum,appletonianum,appleton's paphiopedilum;appleton's paphiopedilum
EN,Paphiopedilum,appletonianum,khang kop kho daeng;appleton's paphiopedilum
EN,Paphiopedilum,areeanum,gen jing dou lan
EN,Paphiopedilum,argus,argus paphiopedilum;argus paphiopedilum
EN,Paphiopedilum,barbatum,bearded paphiopedilum;bearded paphiopedilum
CR,Paphiopedilum,bougainvilleanum,bougainville paphiopedilum;bougainville paphiopedilum
EN,Paphiopedilum,bullenianum,bullen's paphiopedilum;bullen's paphiopedilum
EN,Paphiopedilum,concolor,one colored paphiopedilum;one colored paphiopedilum
EN,Paphiopedilum,concolor,tong se dou lan;one colored paphiopedilum
EN,Paphiopedilum,concolor,rongthao nari lueang prachin;one colored paphiopedilum
CR,Paphiopedilum,cornuatum,
CR,Paphiopedilum,dayanum,day's paphiopedilum;day's paphiopedilum
CR,Paphiopedilum,exul,excluded paphiopedilum;excluded paphiopedilum
CR,Paphiopedilum,fairrieanum,fairrie's paphiopedilum;fairrie's paphiopedilum
CR,Paphiopedilum,gigantifolium,giant-leaf paphiopedilum;giant-leaf paphiopedilum
EN,Paphiopedilum,glanduliferum,gland-bearing paphiopedilum;gland-bearing paphiopedilum
EN,Paphiopedilum,glaucophyllum,shiney green leaf paphiopedilum;shiney green leaf paphiopedilum
EN,Paphiopedilum,godefroyae,rongthao nari lueang trang;godefroy's paphiopedilum
EN,Paphiopedilum,godefroyae,godefroy's paphiopedilum;godefroy's paphiopedilum
CR,Paphiopedilum,guangdongense,
EN,Paphiopedilum,haynaldianum,haynald's paphiopedilum;haynald's paphiopedilum
EN,Paphiopedilum,hennisianum,hennis' paphiopedilum;hennis' paphiopedilum
VU,Paphiopedilum,hirsutissimum,shaggy paphiopedilum;shaggy paphiopedilum
VU,Paphiopedilum,hirsutissimum,dai ye dou lan;shaggy paphiopedilum
VU,Paphiopedilum,hirsutissimum,rngthao nari lueang loei;shaggy paphiopedilum
EN,Paphiopedilum,hookerae,hooker's paphiopedilum;hooker's paphiopedilum
CR,Paphiopedilum,inamorii,inamori's paphiopedilum;inamori's paphiopedilum
EN,Paphiopedilum,insigne,splendid paphiopedilum;splendid paphiopedilum
CR,Paphiopedilum,intaniae,intani paphiopedilum;intani paphiopedilum
EN,Paphiopedilum,javanicum,java paphiopedilum;java paphiopedilum
CR,Paphiopedilum,kolopakingii,kolopaking's paphiopedilum;kolopaking's paphiopedilum
CR,Paphiopedilum,lawrenceanum,lawrence's paphiopedilum;lawrence's paphiopedilum
CR,Paphiopedilum,liemianum,liem's paphiopedilum;liem's paphiopedilum
EN,Paphiopedilum,lowii,low's paphiopedilum;low's paphiopedilum
EN,Paphiopedilum,mastersianum,
EN,Paphiopedilum,niveum,rongthao nari dok khao satun;snow-white paphiopedilum
EN,Paphiopedilum,niveum,snow-white paphiopedilum;snow-white paphiopedilum
CR,Paphiopedilum,ooii,ooi's paphiopedilum;ooi's paphiopedilum
EN,Paphiopedilum,papuanum,papua paphiopedilum;papua paphiopedilum
CR,Paphiopedilum,parnatanum,parnata's paphiopedilum;parnata's paphiopedilum
NT,Paphiopedilum,philippinense,philippine paphiopedilum;philippine paphiopedilum
CR,Paphiopedilum,platyphyllum,broad-leaf paphiopedilum;broad-leaf paphiopedilum
CR,Paphiopedilum,primulinum,primrose yellow paphiopedilum;primrose yellow paphiopedilum
CR,Paphiopedilum,qingyongii,
EN,Paphiopedilum,randsii,rands' paphiopedilum;rands' paphiopedilum
CR,Paphiopedilum,rothschildianum,rothschild's paphiopedilum;rothschild's paphiopedilum
CR,Paphiopedilum,sanderianum,sander's paphiopedilum;sander's paphiopedilum
CR,Paphiopedilum,sangii,sang's paphiopedilum;sang's paphiopedilum
CR,Paphiopedilum,schoseri,schoser's paphiopedilum;schoser's paphiopedilum
CR,Paphiopedilum,stonei,stone's paphiopedilum;stone's paphiopedilum
CR,Paphiopedilum,sugiyamanum,sugiyama's paphiopedilum;sugiyama's paphiopedilum
CR,Paphiopedilum,supardii,supard's paphiopedilum;supard's paphiopedilum
EN,Paphiopedilum,superbiens,outstanding paphiopedilum;outstanding paphiopedilum
CR,Paphiopedilum,thaianum,thai paphiopedilum;thai paphiopedilum
CR,Paphiopedilum,thaianum,rongthao nari khao phangnga;thai paphiopedilum
EN,Paphiopedilum,tonsum,bald paphiopedilum;bald paphiopedilum
CR,Paphiopedilum,victoria-mariae,virgin mary paphiopedilum;virgin mary paphiopedilum
CR,Paphiopedilum,victoria-regina,queen victoria paphiopedilum;queen victoria paphiopedilum
CR,Paphiopedilum,vietnamense,vietnamese paphiopedilum;vietnamese paphiopedilum
EN,Paphiopedilum,violascens,shimmering purple paphiopedilum;shimmering purple paphiopedilum
CR,Paphiopedilum,wentworthianum,wentworth's paphiopedilum;wentworth's paphiopedilum
EN,Paphiopedilum,wilhelminae,wilhelminha's paphiopedium;wilhelminha's paphiopedium
CR,Phragmipedium,andreettae,
EN,Phragmipedium,besseae,besse's phragmipedium;besse's phragmipedium
LC,Phragmipedium,boissierianum,boissier's phragmipedium;boissier's phragmipedium
DD,Phragmipedium,brasiliense,brazilian phragmipedium;brazilian phragmipedium
NT,Phragmipedium,caricinum,reed grass-like phragmipedium;reed grass-like phragmipedium
EN,Phragmipedium,caudatum,tailed phragmipedium;tailed phragmipedium
CR,Phragmipedium,christiansenianum,christiansen's phragmipedium;christiansen's phragmipedium
CR,Phragmipedium,exstaminodium,without a staminoda phragmipedium;tanal de bigotes
CR,Phragmipedium,exstaminodium,tanal de bigotes;tanal de bigotes
CR,Phragmipedium,fischeri,fischer's phragmipedium;fischer's phragmipedium
EN,Phragmipedium,hartwegii,hartweg's phragmipedium;hartweg's phragmipedium
EN,Phragmipedium,hirtzii,hirtz' phragmipedium;hirtz' phragmipedium
VU,Phragmipedium,humboldtii,humboldt's phragmipedium;humboldt's phragmipedium
EN,Phragmipedium,klotzschianum,klotsch's phragmipedium;klotsch's phragmipedium
CR,Phragmipedium,kovachii,kovach's phragmipedium;kovach's phragmipedium
LC,Phragmipedium,lindenii,zapato de venus;zapato de venus
VU,Phragmipedium,lindleyanum,lindley's phragmipedium;lindley's phragmipedium
LC,Phragmipedium,longifolium,long-leaf phragmipedium;long-leaf phragmipedium
CR,Phragmipedium,manzurii,manzur's phragmipedium;manzur's phragmipedium
LC,Phragmipedium,pearcei,pearce's phragmipedium;pearce's phragmipedium
VU,Phragmipedium,reticulatum,reticulated phragmipedium;reticulated phragmipedium
CR,Phragmipedium,richteri,richter's phragmipedium;richter's phragmipedium
EN,Phragmipedium,sargentianum,sargent's phragmipedium;sargent's phragmipedium
EN,Phragmipedium,schlimii,schlimm's phragmipedium;schlimm's phragmipedium
CR,Phragmipedium,tetzlaffianum,tetzlaff's phragmipedium;tetzlaff's phragmipedium
LC,Phragmipedium,vittatum,striped phragmipedium;striped phragmipedium
VU,Phragmipedium,warszewiczianum,
EN,Selenipedium,aequinoctiale,equatorial ocurring selenipidum;equatorial ocurring selenipidum
EN,Selenipedium,chica,beautiful selenipedium;beautiful selenipedium
EN,Selenipedium,isabelianum,isabel's selenipedium;isabel's selenipedium
NT,Selenipedium,palmifolium,palm-leaf selenipedium;palm-leaf selenipedium
EN,Selenipedium,steyermarkii,steyermark's selenipedium;steyermark's selenipedium
LC,Pinus,uncinata,;mountain pine
LC,Pinus,uncinata,hakenkiefer;mountain pine
LC,Pinus,uncinata,;mountain pine
LC,Pinus,uncinata,pino negro;mountain pine
LC,Pinus,uncinata,mountain pine;mountain pine
CR,Eriocaulon,sulanum,
CR,Eriocaulon,petraeum,
VU,Pseudovigna,sulaensis,
VU,Hydrastis,canadensis,hydraste du canada;goldenseal
VU,Hydrastis,canadensis,yellow root;goldenseal
VU,Hydrastis,canadensis,sceau d'or;goldenseal
VU,Hydrastis,canadensis,goldenseal;goldenseal
DD,Navia,scopulorum,
LC,Brachiaria,praetervisa,large armgrass;large armgrass
LC,Habenaria,socotrana,
LC,Bulbophyllum,renkinianum,
LC,Isachne,disperma,
CR,Calamus,sabalensis,
LC,Plectocomia,himalayana,wai katheui
LC,Neoregelia,laevis,
LC,Bulbostylis,turbinata,hair sedge;hair sedge
NT,Festuca,balcanica,
LC,Puccinellia,pusilla,
VU,Hypolytrum,mauritianum,
LC,Acianthera,chrysantha,
LC,Aristida,purpurea,democrat grass;purple threeawn
LC,Aristida,purpurea,wiregrass;purple threeawn
LC,Aristida,purpurea,purple threeawn;purple threeawn
VU,Xyris,boliviana,
VU,Ansellia,africana,monkey sugarcane;leopard orchid
VU,Ansellia,africana,leopard orchid;leopard orchid
VU,Ansellia,africana,mopane orchid;leopard orchid
VU,Ansellia,africana,tree orchid;leopard orchid
VU,Ansellia,africana,african ansellia;leopard orchid
LC,Digitaria,siderograpta,finger grass;finger grass
LC,Digitaria,siderograpta,crab grass;finger grass
LC,Erythrorchis,altissima,
LC,Dendrobium,aloifolium,aloe-like dendrobium;aloe-like dendrobium
LC,Cyclopogon,longibracteatus,long bracted cyclopogon;long bracted cyclopogon
LC,Pseudosorghum,zollingeri,
LC,Sorghum,purpureosericeum,
LC,Poa,hirtiglumis,
LC,Boesenbergia,rotunda,hua la en;chinese ginger
LC,Boesenbergia,rotunda,chinese ginger;chinese ginger
LC,Boesenbergia,rotunda,fingerroot;chinese ginger
LC,Boesenbergia,rotunda,kachai;chinese ginger
LC,Sauroglossum,nitidum,
DD,Dracula,ligiae,ligia's dracula;ligia's dracula
NT,Anathallis,comayaguensis,
